trace_id,prompt_id,task_family,outcome,trial_id,n_deltas,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4
trace_00020,arith_004,arithmetic,correct,arith_004__trial_05,1,0.0,0.0,0.0,0.0,1.0
trace_00021,logic_001,symbolic_logic,incorrect,logic_001__trial_01,2,0.0,0.0,0.5,0.5,0.0
trace_00022,logic_001,symbolic_logic,correct,logic_001__trial_02,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
trace_00023,logic_001,symbolic_logic,incorrect,logic_001__trial_03,3,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0
trace_00024,logic_001,symbolic_logic,incorrect,logic_001__trial_04,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
trace_00025,logic_001,symbolic_logic,correct,logic_001__trial_05,4,0.25,0.25,0.25,0.25,0.0
trace_00026,logic_002,symbolic_logic,incorrect,logic_002__trial_01,4,0.0,0.25,0.25,0.5,0.0
trace_00027,logic_002,symbolic_logic,incorrect,logic_002__trial_02,4,0.0,0.25,0.25,0.25,0.25
trace_00028,logic_002,symbolic_logic,correct,logic_002__trial_03,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
trace_00029,logic_002,symbolic_logic,correct,logic_002__trial_04,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
trace_00030,logic_002,symbolic_logic,incorrect,logic_002__trial_05,4,0.0,0.25,0.25,0.25,0.25
trace_00031,logic_003,symbolic_logic,incorrect,logic_003__trial_01,3,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0
trace_00032,logic_003,symbolic_logic,incorrect,logic_003__trial_02,3,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0
trace_00033,logic_003,symbolic_logic,incorrect,logic_003__trial_03,4,0.0,0.25,0.25,0.5,0.0
trace_00034,logic_003,symbolic_logic,incorrect,logic_003__trial_04,2,0.0,0.0,0.5,0.5,0.0
trace_00035,logic_003,symbolic_logic,correct,logic_003__trial_05,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
trace_00036,logic_004,symbolic_logic,correct,logic_004__trial_01,6,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0
trace_00037,logic_004,symbolic_logic,correct,logic_004__trial_02,3,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
trace_00038,logic_004,symbolic_logic,correct,logic_004__trial_03,2,0.0,0.5,0.5,0.0,0.0
trace_00039,logic_004,symbolic_logic,correct,logic_004__trial_04,2,0.0,0.0,0.5,0.0,0.5
trace_00040,logic_004,symbolic_logic,incorrect,logic_004__trial_05,2,0.0,0.5,0.0,0.0,0.5
trace_00041,temporal_001,temporal_ordering,incorrect,temporal_001__trial_01,7,0.0,0.42857142857142855,0.2857142857142857,0.0,0.2857142857142857
trace_00042,temporal_001,temporal_ordering,incorrect,temporal_001__trial_02,2,0.0,0.0,0.5,0.0,0.5
trace_00043,temporal_001,temporal_ordering,correct,temporal_001__trial_03,4,0.25,0.5,0.25,0.0,0.0
trace_00044,temporal_001,temporal_ordering,incorrect,temporal_001__trial_04,4,0.25,0.5,0.0,0.0,0.25
trace_00045,temporal_001,temporal_ordering,incorrect,temporal_001__trial_05,7,0.0,0.42857142857142855,0.2857142857142857,0.0,0.2857142857142857
trace_00046,temporal_002,temporal_ordering,incorrect,temporal_002__trial_01,8,0.125,0.375,0.25,0.25,0.0
trace_00047,temporal_002,temporal_ordering,correct,temporal_002__trial_02,2,0.5,0.5,0.0,0.0,0.0
trace_00048,temporal_002,temporal_ordering,correct,temporal_002__trial_03,3,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0
trace_00049,temporal_002,temporal_ordering,correct,temporal_002__trial_04,6,0.16666666666666666,0.5,0.3333333333333333,0.0,0.0
trace_00050,temporal_002,temporal_ordering,correct,temporal_002__trial_05,2,0.5,0.0,0.5,0.0,0.0
trace_00051,temporal_003,temporal_ordering,correct,temporal_003__trial_01,5,0.0,0.4,0.4,0.0,0.2
trace_00052,temporal_003,temporal_ordering,incorrect,temporal_003__trial_02,3,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
trace_00053,temporal_003,temporal_ordering,incorrect,temporal_003__trial_03,3,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0
trace_00054,temporal_003,temporal_ordering,correct,temporal_003__trial_04,2,0.0,0.0,1.0,0.0,0.0
trace_00055,temporal_003,temporal_ordering,correct,temporal_003__trial_05,4,0.0,0.5,0.0,0.25,0.25
trace_00056,temporal_004,temporal_ordering,incorrect,temporal_004__trial_01,2,0.0,0.5,0.5,0.0,0.0
trace_00057,temporal_004,temporal_ordering,incorrect,temporal_004__trial_02,2,0.0,0.5,0.5,0.0,0.0
trace_00058,temporal_004,temporal_ordering,incorrect,temporal_004__trial_03,2,0.0,0.5,0.5,0.0,0.0
trace_00059,temporal_004,temporal_ordering,incorrect,temporal_004__trial_04,2,0.0,0.5,0.5,0.0,0.0
trace_00060,temporal_004,temporal_ordering,incorrect,temporal_004__trial_05,2,0.0,0.5,0.5,0.0,0.0
trace_00061,causal_001,causal_micro_world,incorrect,causal_001__trial_01,3,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333
trace_00062,causal_001,causal_micro_world,correct,causal_001__trial_02,3,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333
trace_00063,causal_001,causal_micro_world,uncertain,causal_001__trial_03,6,0.5,0.3333333333333333,0.16666666666666666,0.0,0.0
trace_00064,causal_001,causal_micro_world,incorrect,causal_001__trial_04,2,0.5,0.0,0.5,0.0,0.0
trace_00065,causal_001,causal_micro_world,incorrect,causal_001__trial_05,2,1.0,0.0,0.0,0.0,0.0
trace_00066,causal_002,causal_micro_world,correct,causal_002__trial_01,8,0.375,0.125,0.375,0.125,0.0
trace_00067,causal_002,causal_micro_world,incorrect,causal_002__trial_02,5,0.6,0.4,0.0,0.0,0.0
trace_00068,causal_002,causal_micro_world,correct,causal_002__trial_03,4,0.5,0.25,0.25,0.0,0.0
trace_00069,causal_002,causal_micro_world,correct,causal_002__trial_04,4,0.25,0.0,0.5,0.0,0.25
trace_00070,causal_002,causal_micro_world,correct,causal_002__trial_05,2,0.0,0.5,0.5,0.0,0.0
trace_00071,causal_003,causal_micro_world,incorrect,causal_003__trial_01,4,0.25,0.25,0.0,0.5,0.0
trace_00072,causal_003,causal_micro_world,correct,causal_003__trial_02,3,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0
trace_00073,causal_003,causal_micro_world,correct,causal_003__trial_03,3,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333
trace_00074,causal_003,causal_micro_world,incorrect,causal_003__trial_04,4,0.25,0.25,0.0,0.25,0.25
trace_00075,causal_003,causal_micro_world,correct,causal_003__trial_05,3,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333
trace_00076,causal_004,causal_micro_world,correct,causal_004__trial_01,3,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333
trace_00077,causal_004,causal_micro_world,correct,causal_004__trial_02,3,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333
trace_00078,causal_004,causal_micro_world,correct,causal_004__trial_03,5,0.4,0.2,0.2,0.0,0.2
trace_00079,causal_004,causal_micro_world,correct,causal_004__trial_04,4,0.5,0.0,0.0,0.0,0.5
trace_00080,causal_004,causal_micro_world,correct,causal_004__trial_05,3,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333
trace_00081,commonsense_001,commonsense_multihop,incorrect,commonsense_001__trial_01,4,0.0,0.25,0.0,0.25,0.5
trace_00082,commonsense_001,commonsense_multihop,correct,commonsense_001__trial_02,8,0.125,0.375,0.25,0.0,0.25
trace_00083,commonsense_001,commonsense_multihop,correct,commonsense_001__trial_03,6,0.0,0.16666666666666666,0.3333333333333333,0.0,0.5
trace_00084,commonsense_001,commonsense_multihop,incorrect,commonsense_001__trial_04,6,0.16666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.3333333333333333
trace_00085,commonsense_001,commonsense_multihop,incorrect,commonsense_001__trial_05,5,0.2,0.2,0.2,0.0,0.4
trace_00086,commonsense_002,commonsense_multihop,correct,commonsense_002__trial_01,4,0.0,0.25,0.5,0.0,0.25
trace_00087,commonsense_002,commonsense_multihop,correct,commonsense_002__trial_02,4,0.0,0.5,0.25,0.0,0.25
trace_00088,commonsense_002,commonsense_multihop,correct,commonsense_002__trial_03,4,0.0,0.25,0.25,0.25,0.25
trace_00089,commonsense_002,commonsense_multihop,incorrect,commonsense_002__trial_04,4,0.25,0.5,0.25,0.0,0.0
trace_00090,commonsense_002,commonsense_multihop,correct,commonsense_002__trial_05,5,0.2,0.2,0.2,0.2,0.2
trace_00091,commonsense_003,commonsense_multihop,incorrect,commonsense_003__trial_01,2,0.0,0.5,0.0,0.0,0.5
trace_00092,commonsense_003,commonsense_multihop,correct,commonsense_003__trial_02,3,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
trace_00093,commonsense_003,commonsense_multihop,incorrect,commonsense_003__trial_03,3,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
trace_00094,commonsense_003,commonsense_multihop,incorrect,commonsense_003__trial_04,4,0.0,0.25,0.0,0.0,0.75
trace_00095,commonsense_003,commonsense_multihop,incorrect,commonsense_003__trial_05,3,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
trace_00096,commonsense_004,commonsense_multihop,incorrect,commonsense_004__trial_01,4,0.25,0.0,0.5,0.0,0.25
trace_00097,commonsense_004,commonsense_multihop,incorrect,commonsense_004__trial_02,3,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333
trace_00098,commonsense_004,commonsense_multihop,incorrect,commonsense_004__trial_03,4,0.0,0.5,0.5,0.0,0.0
trace_00099,commonsense_004,commonsense_multihop,incorrect,commonsense_004__trial_04,7,0.14285714285714285,0.0,0.5714285714285714,0.14285714285714285,0.14285714285714285
trace_00100,commonsense_004,commonsense_multihop,incorrect,commonsense_004__trial_05,4,0.25,0.0,0.5,0.0,0.25
