source_family,target_family,proj_space_distance,proj_space_cosine_similarity,atlas_pca_dx,atlas_pca_dy,atlas_pca_distance,atlas_umap_dx,atlas_umap_dy,atlas_umap_distance,delta_proj_causal_substitution,delta_proj_definition_substitution,delta_proj_entity_swap,delta_proj_numeric_distortion,delta_proj_role_inversion
entity_swap,causal_substitution,0.45437559485435486,0.43695974349975586,1.6467128694057465,-0.423574298620224,1.7003171647425435,-1.4804801940917969,3.815941333770752,4.093070958080032,0.32954482617788017,-0.020421766792424023,-0.3066251988057047,-0.008401751983910799,0.05788559885695577
entity_swap,definition_substitution,0.40876007080078125,0.499924898147583,0.7411625385284424,-0.6118312776088715,0.9610720164370767,1.0228652954101562,-2.2780919075012207,2.4971896507027767,-0.0014243954792618752,0.28647862302605065,-0.2898092485964298,-0.010167611530050635,0.03033126564696431
entity_swap,entity_swap,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
entity_swap,numeric_distortion,0.4994353652000427,0.44033652544021606,0.9910517781972885,1.7558614313602448,2.016242295262763,3.31622314453125,-1.287275791168213,3.5573044439367965,0.008375702053308495,-0.041808065376244485,-0.2834774661809206,0.40546291302889587,0.0534599562175572
entity_swap,role_inversion,0.49508172273635864,0.35542750358581543,2.461716413497925,0.08508023619651794,2.4631862185138056,4.256176948547363,3.2396273612976074,5.348852929125463,0.026072659436613327,-0.030921614158432933,-0.34510269068414345,-0.008013626933097831,0.35257607148960235
numeric_distortion,causal_substitution,0.5248298048973083,0.4090757369995117,0.655661091208458,-2.1794357299804688,2.275924332582295,-4.796703338623047,5.103217124938965,7.0036553272578885,0.32116912412457166,0.021386298583820462,-0.023147732624784118,-0.41386466501280667,0.004425642639398569
numeric_distortion,definition_substitution,0.5302754044532776,0.35699641704559326,-0.24988923966884613,-2.367692708969116,2.3808430011673987,-2.2933578491210938,-0.9908161163330078,2.498240741103738,-0.00980009753257037,0.32828668840229513,-0.006331782415509232,-0.4156305245589465,-0.023128690570592886
numeric_distortion,entity_swap,0.4994353652000427,0.44033652544021606,-0.9910517781972885,-1.7558614313602448,2.016242295262763,-3.31622314453125,1.287275791168213,3.5573044439367965,-0.008375702053308495,0.041808065376244485,0.2834774661809206,-0.40546291302889587,-0.0534599562175572
numeric_distortion,numeric_distortion,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
numeric_distortion,role_inversion,0.5144537687301636,0.4467262327671051,1.4706646353006363,-1.6707811951637268,2.225840127151248,0.9399538040161133,4.52690315246582,4.623458154400161,0.01769695738330483,0.010886451217811552,-0.06162522450322286,-0.41347653996199374,0.2991161152720451
role_inversion,causal_substitution,0.4248867630958557,0.5537272691726685,-0.8150035440921783,-0.5086545348167419,0.960708182890334,-5.73665714263916,0.5763139724731445,5.765533190179436,0.30347216674126687,0.01049984736600891,0.03847749187843874,-0.000388125050812968,-0.2946904726326466
role_inversion,definition_substitution,0.4565114676952362,0.44348862767219543,-1.7205538749694824,-0.6969115138053894,1.8563381412735722,-3.233311653137207,-5.517719268798828,6.395274050076879,-0.027497054915875202,0.31740023718448357,0.055293442087713626,-0.0021539845969528043,-0.32224480584263804
role_inversion,entity_swap,0.49508172273635864,0.35542750358581543,-2.461716413497925,-0.08508023619651794,2.4631862185138056,-4.256176948547363,-3.2396273612976074,5.348852929125463,-0.026072659436613327,0.030921614158432933,0.34510269068414345,0.008013626933097831,-0.35257607148960235
role_inversion,numeric_distortion,0.5144537687301636,0.4467262327671051,-1.4706646353006363,1.6707811951637268,2.225840127151248,-0.9399538040161133,-4.52690315246582,4.623458154400161,-0.01769695738330483,-0.010886451217811552,0.06162522450322286,0.41347653996199374,-0.2991161152720451
role_inversion,role_inversion,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
