trace_id,task_family,outcome,neighbor_trace_id,neighbor_family,neighbor_outcome,same_family_nn,same_outcome_nn,nn_js_divergence,nn_tv_distance
trace_00118,symbolic_logic,correct,trace_00117,symbolic_logic,incorrect,True,False,0.0,0.0
trace_00119,symbolic_logic,correct,trace_00107,symbolic_logic,correct,True,True,0.0,0.0
trace_00120,symbolic_logic,correct,trace_00078,symbolic_logic,correct,True,True,0.0,0.0
trace_00121,temporal_ordering,correct,trace_00118,symbolic_logic,correct,False,True,0.0,0.0
trace_00122,temporal_ordering,incorrect,trace_00127,temporal_ordering,correct,True,False,0.006906946541302701,0.05555555555555555
trace_00123,temporal_ordering,incorrect,trace_00148,temporal_ordering,correct,True,False,0.0,0.0
trace_00124,temporal_ordering,correct,trace_00248,commonsense_multihop,incorrect,False,False,0.0,0.0
trace_00125,temporal_ordering,correct,trace_00201,causal_micro_world,incorrect,False,False,0.1908745046211096,0.33333333333333337
trace_00126,temporal_ordering,incorrect,trace_00129,temporal_ordering,correct,True,False,0.0,0.0
trace_00127,temporal_ordering,correct,trace_00122,temporal_ordering,incorrect,True,False,0.006906946541302701,0.05555555555555555
trace_00128,temporal_ordering,correct,trace_00079,symbolic_logic,correct,False,True,0.0,0.0
trace_00129,temporal_ordering,correct,trace_00126,temporal_ordering,incorrect,True,False,0.0,0.0
trace_00130,temporal_ordering,incorrect,trace_00131,temporal_ordering,correct,True,False,0.010976993381293418,0.08888888888888885
trace_00131,temporal_ordering,correct,trace_00050,arithmetic,correct,False,True,0.010681852911098206,0.09523809523809523
trace_00132,temporal_ordering,correct,trace_00154,temporal_ordering,correct,True,True,0.016528777470241153,0.13333333333333336
trace_00133,temporal_ordering,correct,trace_00089,symbolic_logic,correct,False,True,0.0,0.0
trace_00134,temporal_ordering,incorrect,trace_00049,arithmetic,correct,False,False,0.003455029339326253,0.06666666666666668
trace_00135,temporal_ordering,correct,trace_00137,temporal_ordering,incorrect,True,False,0.0,0.0
trace_00136,temporal_ordering,incorrect,trace_00143,temporal_ordering,incorrect,True,True,0.0,0.0
trace_00137,temporal_ordering,incorrect,trace_00142,temporal_ordering,correct,True,False,0.0,0.0
trace_00138,temporal_ordering,correct,trace_00284,commonsense_multihop,incorrect,False,False,0.0,0.0
trace_00139,temporal_ordering,correct,trace_00279,commonsense_multihop,incorrect,False,False,0.007299156760473963,0.09999999999999998
trace_00140,temporal_ordering,correct,trace_00129,temporal_ordering,correct,True,True,0.0,0.0
trace_00141,temporal_ordering,correct,trace_00163,temporal_ordering,incorrect,True,False,0.0,0.0
trace_00142,temporal_ordering,correct,trace_00137,temporal_ordering,incorrect,True,False,0.0,0.0
trace_00143,temporal_ordering,incorrect,trace_00136,temporal_ordering,incorrect,True,True,0.0,0.0
trace_00144,temporal_ordering,correct,trace_00254,commonsense_multihop,incorrect,False,False,0.0072991567604739245,0.10000000000000002
trace_00145,temporal_ordering,correct,trace_00163,temporal_ordering,incorrect,True,False,0.0,0.0
trace_00146,temporal_ordering,correct,trace_00148,temporal_ordering,correct,True,True,0.0,0.0
trace_00147,temporal_ordering,correct,trace_00247,commonsense_multihop,incorrect,False,False,0.0,0.0
trace_00148,temporal_ordering,correct,trace_00146,temporal_ordering,correct,True,True,0.0,0.0
trace_00149,temporal_ordering,incorrect,trace_00154,temporal_ordering,correct,True,False,0.0,0.0
trace_00150,temporal_ordering,correct,trace_00055,arithmetic,incorrect,False,False,0.0,0.0
trace_00151,temporal_ordering,correct,trace_00284,commonsense_multihop,incorrect,False,False,0.0,0.0
trace_00152,temporal_ordering,correct,trace_00161,temporal_ordering,incorrect,True,False,0.0,0.0
trace_00153,temporal_ordering,correct,trace_00201,causal_micro_world,incorrect,False,False,0.0,0.0
trace_00154,temporal_ordering,correct,trace_00149,temporal_ordering,incorrect,True,False,0.0,0.0
trace_00155,temporal_ordering,correct,trace_00077,symbolic_logic,incorrect,False,False,0.0,0.0
trace_00156,temporal_ordering,incorrect,trace_00157,temporal_ordering,incorrect,True,True,0.0,0.0
trace_00157,temporal_ordering,incorrect,trace_00156,temporal_ordering,incorrect,True,True,0.0,0.0
trace_00158,temporal_ordering,incorrect,trace_00276,commonsense_multihop,correct,False,False,0.0,0.0
trace_00159,temporal_ordering,correct,trace_00284,commonsense_multihop,incorrect,False,False,0.0,0.0
trace_00160,temporal_ordering,incorrect,trace_00154,temporal_ordering,correct,True,False,0.0,0.0
trace_00161,temporal_ordering,incorrect,trace_00152,temporal_ordering,correct,True,False,0.0,0.0
trace_00162,temporal_ordering,incorrect,trace_00072,symbolic_logic,correct,False,False,0.013252021611059135,0.10714285714285712
trace_00163,temporal_ordering,incorrect,trace_00247,commonsense_multihop,incorrect,False,True,0.0,0.0
trace_00164,temporal_ordering,correct,trace_00054,arithmetic,correct,False,True,0.0,0.0
trace_00165,temporal_ordering,incorrect,trace_00046,arithmetic,incorrect,False,True,0.007299156760473963,0.09999999999999998
trace_00166,temporal_ordering,incorrect,trace_00167,temporal_ordering,incorrect,True,True,0.0,0.0
trace_00167,temporal_ordering,incorrect,trace_00168,temporal_ordering,incorrect,True,True,0.0,0.0
trace_00168,temporal_ordering,incorrect,trace_00169,temporal_ordering,incorrect,True,True,0.0,0.0
trace_00169,temporal_ordering,incorrect,trace_00170,temporal_ordering,incorrect,True,True,0.0,0.0
trace_00170,temporal_ordering,incorrect,trace_00171,temporal_ordering,incorrect,True,True,0.0,0.0
trace_00171,temporal_ordering,incorrect,trace_00172,temporal_ordering,incorrect,True,True,0.0,0.0
trace_00172,temporal_ordering,incorrect,trace_00173,temporal_ordering,incorrect,True,True,0.0,0.0
trace_00173,temporal_ordering,incorrect,trace_00174,temporal_ordering,incorrect,True,True,0.0,0.0
trace_00174,temporal_ordering,incorrect,trace_00175,temporal_ordering,incorrect,True,True,0.0,0.0
trace_00175,temporal_ordering,incorrect,trace_00174,temporal_ordering,incorrect,True,True,0.0,0.0
trace_00176,temporal_ordering,incorrect,trace_00026,arithmetic,correct,False,False,0.0,0.0
trace_00177,temporal_ordering,incorrect,trace_00178,temporal_ordering,incorrect,True,True,0.0,0.0
trace_00178,temporal_ordering,incorrect,trace_00179,temporal_ordering,incorrect,True,True,0.0,0.0
trace_00179,temporal_ordering,incorrect,trace_00180,temporal_ordering,incorrect,True,True,0.0,0.0
trace_00180,temporal_ordering,incorrect,trace_00179,temporal_ordering,incorrect,True,True,0.0,0.0
trace_00181,causal_micro_world,incorrect,trace_00185,causal_micro_world,incorrect,True,True,0.0,0.0
trace_00182,causal_micro_world,incorrect,trace_00186,causal_micro_world,incorrect,True,True,0.0,0.0
trace_00183,causal_micro_world,incorrect,trace_00167,temporal_ordering,incorrect,False,True,0.0,0.0
trace_00184,causal_micro_world,incorrect,trace_00269,commonsense_multihop,incorrect,False,True,0.0,0.0
trace_00185,causal_micro_world,incorrect,trace_00278,commonsense_multihop,incorrect,False,True,0.0,0.0
trace_00186,causal_micro_world,incorrect,trace_00187,causal_micro_world,incorrect,True,True,0.0,0.0
trace_00187,causal_micro_world,incorrect,trace_00186,causal_micro_world,incorrect,True,True,0.0,0.0
trace_00188,causal_micro_world,correct,trace_00268,commonsense_multihop,incorrect,False,False,0.0,0.0
trace_00189,causal_micro_world,incorrect,trace_00191,causal_micro_world,incorrect,True,True,0.0,0.0
trace_00190,causal_micro_world,correct,trace_00288,commonsense_multihop,correct,False,True,0.004161898409363766,0.057142857142857106
trace_00191,causal_micro_world,incorrect,trace_00193,causal_micro_world,incorrect,True,True,0.0,0.0
trace_00192,causal_micro_world,incorrect,trace_00195,causal_micro_world,incorrect,True,True,0.0,0.0
trace_00193,causal_micro_world,incorrect,trace_00194,causal_micro_world,correct,True,False,0.0,0.0
trace_00194,causal_micro_world,correct,trace_00193,causal_micro_world,incorrect,True,False,0.0,0.0
trace_00195,causal_micro_world,incorrect,trace_00192,causal_micro_world,incorrect,True,True,0.0,0.0
trace_00196,causal_micro_world,incorrect,trace_00197,causal_micro_world,correct,True,False,0.0,0.0
trace_00197,causal_micro_world,correct,trace_00196,causal_micro_world,incorrect,True,False,0.0,0.0
trace_00198,causal_micro_world,incorrect,trace_00201,causal_micro_world,incorrect,True,True,0.0,0.0
trace_00199,causal_micro_world,correct,trace_00197,causal_micro_world,correct,True,True,0.0,0.0
trace_00200,causal_micro_world,correct,trace_00011,arithmetic,correct,False,True,0.0,0.0
trace_00201,causal_micro_world,incorrect,trace_00156,temporal_ordering,incorrect,False,True,0.0,0.0
trace_00202,causal_micro_world,correct,trace_00036,arithmetic,incorrect,False,False,0.0,0.0
trace_00203,causal_micro_world,incorrect,trace_00207,causal_micro_world,incorrect,True,True,0.0,0.0
trace_00204,causal_micro_world,correct,trace_00199,causal_micro_world,correct,True,True,0.0,0.0
trace_00205,causal_micro_world,incorrect,trace_00206,causal_micro_world,correct,True,False,0.0,0.0
trace_00206,causal_micro_world,correct,trace_00205,causal_micro_world,incorrect,True,False,0.0,0.0
trace_00207,causal_micro_world,incorrect,trace_00208,causal_micro_world,correct,True,False,0.0,0.0
trace_00208,causal_micro_world,correct,trace_00207,causal_micro_world,incorrect,True,False,0.0,0.0
trace_00209,causal_micro_world,correct,trace_00206,causal_micro_world,correct,True,True,0.007299156760473963,0.09999999999999998
trace_00210,causal_micro_world,incorrect,trace_00036,arithmetic,incorrect,False,True,0.0,0.0
trace_00211,causal_micro_world,incorrect,trace_00212,causal_micro_world,correct,True,False,0.0,0.0
trace_00212,causal_micro_world,correct,trace_00213,causal_micro_world,correct,True,True,0.0,0.0
trace_00213,causal_micro_world,correct,trace_00214,causal_micro_world,correct,True,True,0.0,0.0
trace_00214,causal_micro_world,correct,trace_00215,causal_micro_world,correct,True,True,0.0,0.0
trace_00215,causal_micro_world,correct,trace_00216,causal_micro_world,incorrect,True,False,0.0,0.0
trace_00216,causal_micro_world,incorrect,trace_00217,causal_micro_world,correct,True,False,0.0,0.0
trace_00217,causal_micro_world,correct,trace_00218,causal_micro_world,incorrect,True,False,0.0,0.0
trace_00218,causal_micro_world,incorrect,trace_00219,causal_micro_world,correct,True,False,0.0,0.0
trace_00219,causal_micro_world,correct,trace_00220,causal_micro_world,correct,True,True,0.0,0.0
trace_00220,causal_micro_world,correct,trace_00221,causal_micro_world,correct,True,True,0.0,0.0
trace_00221,causal_micro_world,correct,trace_00222,causal_micro_world,incorrect,True,False,0.0,0.0
trace_00222,causal_micro_world,incorrect,trace_00223,causal_micro_world,incorrect,True,True,0.0,0.0
trace_00223,causal_micro_world,incorrect,trace_00224,causal_micro_world,incorrect,True,True,0.0,0.0
trace_00224,causal_micro_world,incorrect,trace_00223,causal_micro_world,incorrect,True,True,0.0,0.0
trace_00225,causal_micro_world,correct,trace_00270,commonsense_multihop,correct,False,True,0.0,0.0
trace_00226,causal_micro_world,correct,trace_00283,commonsense_multihop,incorrect,False,False,0.0,0.0
trace_00227,causal_micro_world,correct,trace_00142,temporal_ordering,correct,False,True,0.007299156760473921,0.10000000000000002
trace_00228,causal_micro_world,correct,trace_00229,causal_micro_world,correct,True,True,0.0,0.0
trace_00229,causal_micro_world,correct,trace_00228,causal_micro_world,correct,True,True,0.0,0.0
trace_00230,causal_micro_world,correct,trace_00231,causal_micro_world,correct,True,True,0.013252021611059131,0.10714285714285712
trace_00231,causal_micro_world,correct,trace_00280,commonsense_multihop,incorrect,False,False,0.0,0.0
trace_00232,causal_micro_world,correct,trace_00233,causal_micro_world,correct,True,True,0.0,0.0
trace_00233,causal_micro_world,correct,trace_00234,causal_micro_world,correct,True,True,0.0,0.0
trace_00234,causal_micro_world,correct,trace_00235,causal_micro_world,correct,True,True,0.0,0.0
trace_00235,causal_micro_world,correct,trace_00236,causal_micro_world,incorrect,True,False,0.0,0.0
trace_00236,causal_micro_world,incorrect,trace_00237,causal_micro_world,correct,True,False,0.0,0.0
trace_00237,causal_micro_world,correct,trace_00236,causal_micro_world,incorrect,True,False,0.0,0.0
trace_00238,causal_micro_world,correct,trace_00239,causal_micro_world,correct,True,True,0.0,0.0
trace_00239,causal_micro_world,correct,trace_00240,causal_micro_world,correct,True,True,0.0,0.0
trace_00240,causal_micro_world,correct,trace_00239,causal_micro_world,correct,True,True,0.0,0.0
trace_00241,commonsense_multihop,incorrect,trace_00244,commonsense_multihop,incorrect,True,True,0.0,0.0
trace_00242,commonsense_multihop,incorrect,trace_00292,commonsense_multihop,incorrect,True,True,0.0,0.0
trace_00243,commonsense_multihop,incorrect,trace_00256,commonsense_multihop,correct,True,False,0.007299156760473963,0.09999999999999998
trace_00244,commonsense_multihop,incorrect,trace_00241,commonsense_multihop,incorrect,True,True,0.0,0.0
trace_00245,commonsense_multihop,incorrect,trace_00261,commonsense_multihop,correct,True,False,0.003702451541836349,0.07142857142857142
trace_00246,commonsense_multihop,incorrect,trace_00065,symbolic_logic,incorrect,False,True,0.0,0.0
trace_00247,commonsense_multihop,incorrect,trace_00284,commonsense_multihop,incorrect,True,True,0.0,0.0
trace_00248,commonsense_multihop,incorrect,trace_00124,temporal_ordering,correct,False,False,0.0,0.0
trace_00249,commonsense_multihop,incorrect,trace_00253,commonsense_multihop,incorrect,True,True,0.006949897932761278,0.09523809523809525
trace_00250,commonsense_multihop,correct,trace_00280,commonsense_multihop,incorrect,True,False,0.0,0.0
trace_00251,commonsense_multihop,correct,trace_00164,temporal_ordering,correct,False,True,0.007299156760473923,0.10000000000000002
trace_00252,commonsense_multihop,incorrect,trace_00094,symbolic_logic,incorrect,False,True,0.0,0.0
trace_00253,commonsense_multihop,incorrect,trace_00255,commonsense_multihop,incorrect,True,True,0.004161898409363766,0.057142857142857106
trace_00254,commonsense_multihop,incorrect,trace_00144,temporal_ordering,correct,False,False,0.0072991567604739245,0.10000000000000002
trace_00255,commonsense_multihop,incorrect,trace_00253,commonsense_multihop,incorrect,True,True,0.004161898409363766,0.057142857142857106
trace_00256,commonsense_multihop,correct,trace_00061,symbolic_logic,incorrect,False,False,0.0,0.0
trace_00257,commonsense_multihop,correct,trace_00264,commonsense_multihop,correct,True,True,0.0,0.0
trace_00258,commonsense_multihop,correct,trace_00259,commonsense_multihop,correct,True,True,0.0,0.0
trace_00259,commonsense_multihop,correct,trace_00260,commonsense_multihop,correct,True,True,0.0,0.0
trace_00260,commonsense_multihop,correct,trace_00259,commonsense_multihop,correct,True,True,0.0,0.0
trace_00261,commonsense_multihop,correct,trace_00070,symbolic_logic,incorrect,False,False,0.0,0.0
trace_00262,commonsense_multihop,correct,trace_00263,commonsense_multihop,correct,True,True,0.0,0.0
trace_00263,commonsense_multihop,correct,trace_00262,commonsense_multihop,correct,True,True,0.0,0.0
trace_00264,commonsense_multihop,correct,trace_00257,commonsense_multihop,correct,True,True,0.0,0.0
trace_00265,commonsense_multihop,correct,trace_00237,causal_micro_world,correct,False,True,0.0,0.0
trace_00266,commonsense_multihop,correct,trace_00064,symbolic_logic,incorrect,False,False,0.0,0.0
trace_00267,commonsense_multihop,correct,trace_00268,commonsense_multihop,incorrect,True,False,0.0,0.0
trace_00268,commonsense_multihop,incorrect,trace_00267,commonsense_multihop,correct,True,False,0.0,0.0
trace_00269,commonsense_multihop,incorrect,trace_00090,symbolic_logic,incorrect,False,True,0.0,0.0
trace_00270,commonsense_multihop,correct,trace_00258,commonsense_multihop,correct,True,True,0.0,0.0
trace_00271,commonsense_multihop,correct,trace_00272,commonsense_multihop,correct,True,True,0.020720839623908215,0.16666666666666666
trace_00272,commonsense_multihop,correct,trace_00271,commonsense_multihop,correct,True,True,0.020720839623908215,0.16666666666666666
trace_00273,commonsense_multihop,correct,trace_00276,commonsense_multihop,correct,True,True,0.006077489978553483,0.08333333333333334
trace_00274,commonsense_multihop,correct,trace_00279,commonsense_multihop,incorrect,True,False,0.0,0.0
trace_00275,commonsense_multihop,incorrect,trace_00235,causal_micro_world,correct,False,False,0.0,0.0
trace_00276,commonsense_multihop,correct,trace_00158,temporal_ordering,incorrect,False,False,0.0,0.0
trace_00277,commonsense_multihop,incorrect,trace_00236,causal_micro_world,incorrect,False,True,0.0,0.0
trace_00278,commonsense_multihop,incorrect,trace_00281,commonsense_multihop,incorrect,True,True,0.0,0.0
trace_00279,commonsense_multihop,incorrect,trace_00239,causal_micro_world,correct,False,False,0.0,0.0
trace_00280,commonsense_multihop,incorrect,trace_00059,arithmetic,incorrect,False,True,0.0,0.0
trace_00281,commonsense_multihop,incorrect,trace_00185,causal_micro_world,incorrect,False,True,0.0,0.0
trace_00282,commonsense_multihop,incorrect,trace_00259,commonsense_multihop,correct,True,False,0.006077489978553483,0.08333333333333334
trace_00283,commonsense_multihop,incorrect,trace_00226,causal_micro_world,correct,False,False,0.0,0.0
trace_00284,commonsense_multihop,incorrect,trace_00138,temporal_ordering,correct,False,False,0.0,0.0
