text,cluster_id,axis_1,axis_2,axis_3,axis_4,axis_5
immune checkpoint system,3,0.66471916,0.06149834,0.058434047,0.09516576,0.07501643
immune checkpoint framework,3,0.57189894,0.109057724,0.082685806,0.10015921,0.059738737
immune checkpoint dataset,3,0.4880239,0.15250406,-0.03834035,0.13585897,0.16465193
immune checkpoint study,3,0.67800766,0.134433,0.038005304,0.14365493,0.134612
immune checkpoint platform,3,0.61435306,0.077100754,0.09014615,0.0948673,0.017070713
immune checkpoint experiment,3,0.64649636,0.06741472,0.061516795,0.121178664,0.045046546
immune checkpoint architecture,3,0.61355674,0.07172463,0.108924955,0.06327045,0.06423203
immune checkpoint application,3,0.6746913,0.057971224,0.058541585,0.12317559,0.06886723
biology immune checkpoint,3,0.6160689,0.112911075,0.07651745,0.05504245,0.10701576
transcriptomic profiling benchmark,2,-0.2879,0.25931305,-0.2596045,0.17749527,0.32068455
transcriptomic profiling simulation,2,-0.30000028,0.2101778,-0.15954658,0.13019882,0.23845622
transcriptomic profiling analysis,2,-0.36505204,0.21394683,-0.30648163,0.15889011,0.36219117
transcriptomic profiling prediction,2,-0.361862,0.19753148,-0.30402726,0.17839155,0.3240023
transcriptomic profiling forecasting,2,-0.3204753,0.18641104,-0.2667437,0.10484172,0.32798326
transcriptomic profiling optimization,2,-0.3765565,0.23055026,-0.2433628,0.16407168,0.26594615
transcriptomic profiling modeling,2,-0.35886875,0.1841538,-0.2810798,0.15328562,0.32260495
transcriptomic profiling detection,2,-0.35085493,0.15814476,-0.31532082,0.16611202,0.37197778
transcriptomic profiling classification,2,-0.34850895,0.13568655,-0.35375845,0.17934254,0.3669778
transcriptomic profiling inference,2,-0.3710317,0.15900098,-0.30030817,0.1543243,0.32489756
transcriptomic profiling workflow,2,-0.3409522,0.24164486,-0.24906948,0.14343306,0.29621542
transcriptomic profiling pipeline,2,-0.36208555,0.18267047,-0.23754321,0.13111441,0.32921433
transcriptomic profiling system,2,-0.36153436,0.17979172,-0.29760447,0.12317526,0.33025742
transcriptomic profiling framework,2,-0.36155936,0.21151452,-0.281084,0.15422395,0.33223882
transcriptomic profiling dataset,2,-0.35070965,0.2144359,-0.33827853,0.17333294,0.36727908
transcriptomic profiling study,2,-0.36564913,0.21826439,-0.31737754,0.16265358,0.35993904
transcriptomic profiling platform,2,-0.3430851,0.20358521,-0.26500848,0.18193635,0.31586465
transcriptomic profiling experiment,2,-0.35639617,0.18887818,-0.25956187,0.14987028,0.257265
transcriptomic profiling architecture,2,-0.3417224,0.1657112,-0.23090439,0.13885753,0.30723256
transcriptomic profiling application,2,-0.35492802,0.18158183,-0.30642605,0.16706267,0.33622858
biology transcriptomic profiling,2,-0.3722979,0.1904057,-0.30367297,0.099888384,0.35483423
pathway analysis benchmark,2,-0.19410735,-0.054435596,-0.16265844,0.15274417,0.1339476
pathway analysis simulation,1,-0.18559016,-0.19630143,-0.010369946,0.07801059,0.014740812
pathway analysis analysis,1,-0.23669247,-0.22415824,-0.1415212,0.07314697,0.13235073
pathway analysis prediction,2,-0.28377736,-0.14992413,-0.1752636,0.12434449,0.07866004
pathway analysis forecasting,2,-0.22331634,-0.15367402,-0.18039103,0.07579936,0.116258636
pathway analysis optimization,2,-0.2736856,-0.12707579,-0.11185222,0.10832007,0.034231137
pathway analysis modeling,1,-0.24010529,-0.25080264,-0.1304868,0.07221037,0.063686475
pathway analysis detection,2,-0.26784018,-0.20319606,-0.17257406,0.07974194,0.12841503
pathway analysis classification,2,-0.2643563,-0.21272391,-0.20443271,0.11274002,0.15398006
pathway analysis inference,2,-0.25511402,-0.20460983,-0.17046084,0.06720528,0.09170433
pathway analysis workflow,2,-0.19533855,-0.11573222,-0.13718727,0.08220206,0.079170935
