row_index,error_family,own_family_projection_energy,best_other_projection_energy,projection_margin,proj_causal_substitution,proj_definition_substitution,proj_entity_swap,proj_numeric_distortion,proj_role_inversion
26,definition_substitution,0.47941651940345764,0.3261738717556,0.15324264764785767,0.3261738717556,0.47941651940345764,0.06655886024236679,0.21191687881946564,0.2596603333950043
27,entity_swap,0.6558799743652344,0.3214056193828583,0.3344743549823761,0.26404130458831787,0.020123083144426346,0.6558799743652344,0.2928245961666107,0.3214056193828583
28,numeric_distortion,0.6914912462234497,0.2835518717765808,0.4079393744468689,0.24755942821502686,0.017464859411120415,0.06334702670574188,0.6914912462234497,0.2835518717765808
29,role_inversion,0.946297824382782,0.28008317947387695,0.666214644908905,0.27450427412986755,0.030858930200338364,0.0616241991519928,0.28008317947387695,0.946297824382782
30,causal_substitution,0.7574567794799805,0.3313027620315552,0.4261540174484253,0.7574567794799805,0.02699132449924946,0.28575998544692993,0.29960525035858154,0.3313027620315552
31,definition_substitution,0.5474792718887329,0.33289042115211487,0.21458885073661804,0.33289042115211487,0.5474792718887329,0.06052745133638382,0.20430634915828705,0.27279800176620483
32,entity_swap,0.22075526416301727,0.3167095184326172,-0.09595425426959991,0.26855722069740295,0.015944452956318855,0.22075526416301727,0.27496537566185,0.3167095184326172
33,numeric_distortion,0.7161926031112671,0.28888410329818726,0.42730849981307983,0.25361040234565735,0.015000531449913979,0.060761719942092896,0.7161926031112671,0.28888410329818726
34,role_inversion,0.8292630314826965,0.2794908285140991,0.5497722029685974,0.2794908285140991,0.02699563279747963,0.059886544942855835,0.2622130811214447,0.8292630314826965
35,causal_substitution,0.8969893455505371,0.36289337277412415,0.534095972776413,0.8969893455505371,0.022521065548062325,0.2706252932548523,0.3023315370082855,0.36289337277412415
36,definition_substitution,0.37880459427833557,0.33172568678855896,0.04707890748977661,0.33172568678855896,0.37880459427833557,0.05848350375890732,0.20748630166053772,0.2615047097206116
37,entity_swap,0.36040735244750977,0.3154890835285187,0.04491826891899109,0.266515851020813,0.022321630269289017,0.36040735244750977,0.26427948474884033,0.3154890835285187
38,numeric_distortion,0.7602135539054871,0.2794724404811859,0.48074111342430115,0.2451503574848175,0.0123902577906847,0.054078180342912674,0.7602135539054871,0.2794724404811859
39,role_inversion,0.7834477424621582,0.2853880226612091,0.4980597198009491,0.26475051045417786,0.031747009605169296,0.0774882510304451,0.2853880226612091,0.7834477424621582
40,causal_substitution,0.8217583298683167,0.3324384093284607,0.48931992053985596,0.8217583298683167,0.02384881116449833,0.26309898495674133,0.33029890060424805,0.3324384093284607
41,definition_substitution,0.3054088056087494,0.34246617555618286,-0.03705736994743347,0.34246617555618286,0.3054088056087494,0.060557808727025986,0.20586855709552765,0.254059374332428
42,entity_swap,0.3983096182346344,0.30581358075141907,0.09249603748321533,0.2934681177139282,0.019859325140714645,0.3983096182346344,0.274490088224411,0.30581358075141907
43,numeric_distortion,0.5650659799575806,0.27042293548583984,0.2946430444717407,0.23836946487426758,0.011805652640759945,0.065118208527565,0.5650659799575806,0.27042293548583984
44,role_inversion,0.803824245929718,0.2779470384120941,0.5258772075176239,0.2645919919013977,0.03617551177740097,0.06942848116159439,0.2779470384120941,0.803824245929718
45,causal_substitution,0.28873223066329956,0.3385035991668701,-0.04977136850357056,0.28873223066329956,0.022960877045989037,0.2604902684688568,0.31742343306541443,0.3385035991668701
46,definition_substitution,0.5557803511619568,0.3228844106197357,0.23289594054222107,0.3228844106197357,0.5557803511619568,0.06333716213703156,0.2041020542383194,0.26059257984161377
47,entity_swap,0.7917945384979248,0.3083442747592926,0.4834502637386322,0.26804712414741516,0.01752125844359398,0.7917945384979248,0.2860769033432007,0.3083442747592926
48,numeric_distortion,0.6261799335479736,0.2967117428779602,0.3294681906700134,0.2289465367794037,0.012848533689975739,0.0701369047164917,0.6261799335479736,0.2967117428779602
49,role_inversion,0.7409101724624634,0.27559322118759155,0.4653169512748718,0.27559322118759155,0.03165820986032486,0.06163806840777397,0.2582412660121918,0.7409101724624634
50,causal_substitution,0.8748506307601929,0.33714303374290466,0.5377075970172882,0.8748506307601929,0.02145157940685749,0.28463807702064514,0.32290393114089966,0.33714303374290466
51,definition_substitution,0.5061350464820862,0.3281487822532654,0.1779862642288208,0.3281487822532654,0.5061350464820862,0.054908137768507004,0.2013596147298813,0.26061469316482544
52,entity_swap,0.5714048743247986,0.30071625113487244,0.27068862318992615,0.27236273884773254,0.023776330053806305,0.5714048743247986,0.2917254567146301,0.30071625113487244
53,numeric_distortion,0.8764792680740356,0.2766450345516205,0.5998342335224152,0.23313657939434052,0.016257844865322113,0.058845870196819305,0.8764792680740356,0.2766450345516205
54,role_inversion,0.9424449801445007,0.2894454002380371,0.6529995799064636,0.26237982511520386,0.034408584237098694,0.0727788656949997,0.2894454002380371,0.9424449801445007
55,causal_substitution,0.7954857349395752,0.35194021463394165,0.44354552030563354,0.7954857349395752,0.020456518977880478,0.2544553279876709,0.3227584958076477,0.35194021463394165
56,definition_substitution,0.3624982535839081,0.3330972194671631,0.029401034116744995,0.3330972194671631,0.3624982535839081,0.06005348637700081,0.21540968120098114,0.27169811725616455
57,entity_swap,0.4613600969314575,0.3216140568256378,0.1397460401058197,0.2771753668785095,0.020610611885786057,0.4613600969314575,0.26888132095336914,0.3216140568256378
58,numeric_distortion,0.4464515447616577,0.27636441588401794,0.17008712887763977,0.23359161615371704,0.012892263010144234,0.06252673268318176,0.4464515447616577,0.27636441588401794
59,role_inversion,0.6812278032302856,0.2697921395301819,0.41143566370010376,0.2697921395301819,0.03204543888568878,0.07140251994132996,0.26416662335395813,0.6812278032302856
60,causal_substitution,0.5144997239112854,0.34240230917930603,0.17209741473197937,0.5144997239112854,0.02075689099729061,0.27131056785583496,0.31847575306892395,0.34240230917930603
61,definition_substitution,0.5660387873649597,0.33084389567375183,0.23519489169120789,0.33084389567375183,0.5660387873649597,0.05893319845199585,0.22325266897678375,0.266431599855423
62,entity_swap,0.5753527283668518,0.3032728433609009,0.2720798850059509,0.2802101671695709,0.016331302002072334,0.5753527283668518,0.2835710048675537,0.3032728433609009
63,numeric_distortion,0.7287824749946594,0.27856627106666565,0.4502162039279938,0.22927960753440857,0.011681721545755863,0.06839269399642944,0.7287824749946594,0.27856627106666565
64,role_inversion,0.8839640021324158,0.27146995067596436,0.6124940514564514,0.2664254903793335,0.0318678580224514,0.0775909572839737,0.27146995067596436,0.8839640021324158
65,causal_substitution,0.7096359133720398,0.3387449085712433,0.3708910048007965,0.7096359133720398,0.025797603651881218,0.2738594710826874,0.30664852261543274,0.3387449085712433
66,definition_substitution,0.26964616775512695,0.32145583629608154,-0.05180966854095459,0.32145583629608154,0.26964616775512695,0.062144577503204346,0.22062121331691742,0.2851826548576355
67,entity_swap,0.6676275730133057,0.3139232397079468,0.3537043333053589,0.2703980505466461,0.018460366874933243,0.6676275730133057,0.2804342806339264,0.3139232397079468
68,numeric_distortion,0.6992634534835815,0.2769589126110077,0.42230454087257385,0.23339402675628662,0.012558960355818272,0.054442401975393295,0.6992634534835815,0.2769589126110077
69,role_inversion,0.8807347416877747,0.2772829830646515,0.6034517586231232,0.2772829830646515,0.0291398037225008,0.06371928751468658,0.26497912406921387,0.8807347416877747
70,causal_substitution,0.7462827563285828,0.346972793340683,0.3993099629878998,0.7462827563285828,0.023105138912796974,0.27393800020217896,0.3212227523326874,0.346972793340683
71,definition_substitution,0.3738309144973755,0.33097028732299805,0.04286062717437744,0.33097028732299805,0.3738309144973755,0.05981743708252907,0.2036530077457428,0.24793829023838043
72,entity_swap,0.6716541647911072,0.3017331659793854,0.3699209988117218,0.29159480333328247,0.023490890860557556,0.6716541647911072,0.27614232897758484,0.3017331659793854
73,numeric_distortion,0.5585036873817444,0.27166885137557983,0.28683483600616455,0.23763017356395721,0.014113212004303932,0.057668786495923996,0.5585036873817444,0.27166885137557983
74,role_inversion,0.807246744632721,0.28344476222991943,0.5238019824028015,0.28344476222991943,0.03447054699063301,0.06432746350765228,0.2818391025066376,0.807246744632721
75,causal_substitution,0.7043657302856445,0.33400776982307434,0.3703579604625702,0.7043657302856445,0.025639139115810394,0.2684074640274048,0.30353349447250366,0.33400776982307434
76,definition_substitution,0.4119248390197754,0.3294910788536072,0.08243376016616821,0.3294910788536072,0.4119248390197754,0.05696171522140503,0.19722138345241547,0.25845634937286377
77,entity_swap,0.711347758769989,0.3183020055294037,0.3930457532405853,0.26317930221557617,0.01676095835864544,0.711347758769989,0.2745892405509949,0.3183020055294037
78,numeric_distortion,0.8408570885658264,0.2984749674797058,0.5423821210861206,0.23291563987731934,0.016299905255436897,0.0640505999326706,0.8408570885658264,0.2984749674797058
79,role_inversion,0.7043552994728088,0.2759656012058258,0.42838969826698303,0.2759656012058258,0.03189757093787193,0.06503578275442123,0.2721768617630005,0.7043552994728088
80,causal_substitution,0.7339145541191101,0.3366380035877228,0.39727655053138733,0.7339145541191101,0.023405006155371666,0.275628000497818,0.3059016764163971,0.3366380035877228
81,definition_substitution,0.2738663852214813,0.33792200684547424,-0.06405562162399292,0.33792200684547424,0.2738663852214813,0.05667421221733093,0.19787365198135376,0.2652651071548462
82,entity_swap,0.43363749980926514,0.32556164264678955,0.10807585716247559,0.2863861620426178,0.018038861453533173,0.43363749980926514,0.25156712532043457,0.32556164264678955
83,numeric_distortion,0.7925273180007935,0.3139055371284485,0.47862178087234497,0.239076629281044,0.0178647730499506,0.07272229343652725,0.7925273180007935,0.3139055371284485
84,role_inversion,0.8682869672775269,0.2787403166294098,0.5895466506481171,0.2787403166294098,0.02726508118212223,0.06450683623552322,0.25792357325553894,0.8682869672775269
85,causal_substitution,0.7534326910972595,0.3348396122455597,0.41859307885169983,0.7534326910972595,0.025502271950244904,0.2886089086532593,0.3114716708660126,0.3348396122455597
86,definition_substitution,0.47890010476112366,0.33812782168388367,0.14077228307724,0.33812782168388367,0.47890010476112366,0.06460006535053253,0.20639878511428833,0.26199567317962646
87,entity_swap,0.6438948512077332,0.3171817362308502,0.32671311497688293,0.2597830891609192,0.020111974328756332,0.6438948512077332,0.2679295241832733,0.3171817362308502
88,numeric_distortion,0.5466107130050659,0.2853924036026001,0.2612183094024658,0.22120170295238495,0.01646488346159458,0.07309796661138535,0.5466107130050659,0.2853924036026001
89,role_inversion,0.7764394879341125,0.27737706899642944,0.4990624189376831,0.27737706899642944,0.02720622718334198,0.057844992727041245,0.2604283094406128,0.7764394879341125
90,causal_substitution,0.6864753365516663,0.346687912940979,0.33978742361068726,0.6864753365516663,0.023445922881364822,0.2714014947414398,0.30317869782447815,0.346687912940979
91,definition_substitution,0.5623410940170288,0.32532113790512085,0.23701995611190796,0.32532113790512085,0.5623410940170288,0.06463024765253067,0.2049599438905716,0.2781067192554474
92,entity_swap,0.41033634543418884,0.30724579095840454,0.1030905544757843,0.2800886034965515,0.021117614582180977,0.41033634543418884,0.2811421751976013,0.30724579095840454
93,numeric_distortion,0.18901745975017548,0.28400179743766785,-0.09498433768749237,0.24863958358764648,0.019979605451226234,0.05775519460439682,0.18901745975017548,0.28400179743766785
94,role_inversion,0.9282299280166626,0.2773534953594208,0.6508764326572418,0.2773534953594208,0.029551811516284943,0.05404520407319069,0.25168728828430176,0.9282299280166626
95,causal_substitution,0.8991544842720032,0.34063035249710083,0.5585241317749023,0.8991544842720032,0.021996203809976578,0.2708757817745209,0.312016099691391,0.34063035249710083
96,definition_substitution,0.30432018637657166,0.3413267135620117,-0.037006527185440063,0.3413267135620117,0.30432018637657166,0.05696183815598488,0.2127198427915573,0.255297988653183
97,entity_swap,0.4988023042678833,0.310148686170578,0.1886536180973053,0.28694236278533936,0.020445730537176132,0.4988023042678833,0.287540078163147,0.310148686170578
98,numeric_distortion,0.7438792586326599,0.27404722571372986,0.46983203291893005,0.24921828508377075,0.015340962447226048,0.0651128813624382,0.7438792586326599,0.27404722571372986
99,role_inversion,0.7640125155448914,0.2893424928188324,0.47467002272605896,0.2893424928188324,0.03369920700788498,0.056623321026563644,0.2608543038368225,0.7640125155448914
