left_trace_id,right_trace_id,left_prompt_id,right_prompt_id,left_family,right_family,left_outcome,right_outcome,same_family,same_outcome,js_divergence,tv_distance
trace_00001,trace_00058,arith_001,temporal_012,arithmetic,temporal_ordering,correct,incorrect,False,False,0.1908745046211096,0.33333333333333337
trace_00001,trace_00059,arith_001,causal_012,arithmetic,causal_micro_world,correct,correct,False,True,1.0,1.0
trace_00001,trace_00060,arith_001,commonsense_012,arithmetic,commonsense_multihop,correct,incorrect,False,False,0.42528358731335336,0.5
trace_00001,trace_00061,arith_001,arith_013,arithmetic,arithmetic,correct,correct,True,True,0.7295739585136223,0.8333333333333334
trace_00001,trace_00062,arith_001,logic_013,arithmetic,symbolic_logic,correct,correct,False,True,0.5540157730728,0.6000000000000001
trace_00001,trace_00063,arith_001,temporal_013,arithmetic,temporal_ordering,correct,incorrect,False,False,0.5,0.5
trace_00001,trace_00064,arith_001,causal_013,arithmetic,causal_micro_world,correct,incorrect,False,False,0.5954372523105548,0.6666666666666667
trace_00001,trace_00065,arith_001,commonsense_013,arithmetic,commonsense_multihop,correct,incorrect,False,False,0.3112781244591328,0.5
trace_00001,trace_00066,arith_001,arith_014,arithmetic,arithmetic,correct,correct,True,True,1.0,0.9999999999999999
trace_00001,trace_00067,arith_001,logic_014,arithmetic,symbolic_logic,correct,incorrect,False,False,0.42528358731335336,0.5
trace_00001,trace_00068,arith_001,temporal_014,arithmetic,temporal_ordering,correct,incorrect,False,False,0.5954372523105549,0.6666666666666666
trace_00001,trace_00069,arith_001,causal_014,arithmetic,causal_micro_world,correct,correct,False,True,0.5,0.5
trace_00001,trace_00070,arith_001,commonsense_014,arithmetic,commonsense_multihop,correct,correct,False,True,0.5954372523105549,0.6666666666666667
trace_00001,trace_00071,arith_001,arith_015,arithmetic,arithmetic,correct,correct,True,True,1.0,1.0
trace_00001,trace_00072,arith_001,logic_015,arithmetic,symbolic_logic,correct,incorrect,False,False,0.7295739585136223,0.8333333333333333
trace_00001,trace_00073,arith_001,temporal_015,arithmetic,temporal_ordering,correct,incorrect,False,False,0.2519235740744792,0.4
trace_00001,trace_00074,arith_001,causal_015,arithmetic,causal_micro_world,correct,correct,False,True,0.3112781244591328,0.5
trace_00001,trace_00075,arith_001,commonsense_015,arithmetic,commonsense_multihop,correct,correct,False,True,0.5,0.5
trace_00001,trace_00076,arith_001,arith_016,arithmetic,arithmetic,correct,correct,True,True,0.7543628371936578,0.8571428571428572
trace_00001,trace_00077,arith_001,logic_016,arithmetic,symbolic_logic,correct,correct,False,True,0.1908745046211096,0.33333333333333337
trace_00001,trace_00078,arith_001,temporal_016,arithmetic,temporal_ordering,correct,incorrect,False,False,0.3112781244591328,0.5
trace_00001,trace_00079,arith_001,causal_016,arithmetic,causal_micro_world,correct,incorrect,False,False,0.5,0.5
trace_00001,trace_00080,arith_001,commonsense_016,arithmetic,commonsense_multihop,correct,correct,False,True,0.5,0.5
trace_00001,trace_00081,arith_001,arith_017,arithmetic,arithmetic,correct,correct,True,True,0.6556390622295665,0.75
trace_00001,trace_00082,arith_001,logic_017,arithmetic,symbolic_logic,correct,incorrect,False,False,0.5,0.5
trace_00001,trace_00083,arith_001,temporal_017,arithmetic,temporal_ordering,correct,incorrect,False,False,0.5954372523105549,0.6666666666666666
trace_00001,trace_00084,arith_001,causal_017,arithmetic,causal_micro_world,correct,correct,False,True,0.5,0.5
trace_00001,trace_00085,arith_001,commonsense_017,arithmetic,commonsense_multihop,correct,incorrect,False,False,0.020720839623908215,0.16666666666666666
trace_00001,trace_00086,arith_001,arith_018,arithmetic,arithmetic,correct,correct,True,True,1.0,0.9999999999999999
trace_00001,trace_00087,arith_001,logic_018,arithmetic,symbolic_logic,correct,correct,False,True,0.5954372523105549,0.6666666666666666
trace_00001,trace_00088,arith_001,temporal_018,arithmetic,temporal_ordering,correct,incorrect,False,False,0.5,0.5
trace_00001,trace_00089,arith_001,causal_018,arithmetic,causal_micro_world,correct,correct,False,True,0.3112781244591328,0.5
trace_00001,trace_00090,arith_001,commonsense_018,arithmetic,commonsense_multihop,correct,incorrect,False,False,0.6556390622295665,0.75
trace_00001,trace_00091,arith_001,arith_019,arithmetic,arithmetic,correct,correct,True,True,0.6556390622295665,0.75
trace_00001,trace_00092,arith_001,logic_019,arithmetic,symbolic_logic,correct,correct,False,True,0.4591479170272448,0.6666666666666667
trace_00001,trace_00093,arith_001,temporal_019,arithmetic,temporal_ordering,correct,incorrect,False,False,0.1908745046211096,0.33333333333333337
trace_00001,trace_00094,arith_001,causal_019,arithmetic,causal_micro_world,correct,correct,False,True,0.1908745046211096,0.33333333333333337
trace_00001,trace_00095,arith_001,commonsense_019,arithmetic,commonsense_multihop,correct,correct,False,True,0.1908745046211096,0.33333333333333337
trace_00001,trace_00096,arith_001,arith_020,arithmetic,arithmetic,correct,correct,True,True,0.6556390622295665,0.75
trace_00001,trace_00097,arith_001,logic_020,arithmetic,symbolic_logic,correct,incorrect,False,False,0.0,0.0
trace_00001,trace_00098,arith_001,temporal_020,arithmetic,temporal_ordering,correct,incorrect,False,False,0.5954372523105549,0.6666666666666666
trace_00001,trace_00099,arith_001,causal_020,arithmetic,causal_micro_world,correct,correct,False,True,0.5,0.5
trace_00001,trace_00100,arith_001,commonsense_020,arithmetic,commonsense_multihop,correct,correct,False,True,0.3958156020033583,0.6
trace_00002,trace_00003,logic_001,temporal_001,symbolic_logic,temporal_ordering,incorrect,correct,False,False,0.20565542005158918,0.3333333333333333
trace_00002,trace_00004,logic_001,causal_001,symbolic_logic,causal_micro_world,incorrect,correct,False,False,0.5540157730728,0.6
trace_00002,trace_00005,logic_001,commonsense_001,symbolic_logic,commonsense_multihop,incorrect,incorrect,False,True,0.2189952586626634,0.375
trace_00002,trace_00006,logic_001,arith_002,symbolic_logic,arithmetic,incorrect,correct,False,False,0.007299156760473963,0.09999999999999998
trace_00002,trace_00007,logic_001,logic_002,symbolic_logic,symbolic_logic,incorrect,correct,True,False,0.5540157730728,0.6
trace_00002,trace_00008,logic_001,temporal_002,symbolic_logic,temporal_ordering,incorrect,correct,False,False,0.45328338368767396,0.5
trace_00002,trace_00009,logic_001,causal_002,symbolic_logic,causal_micro_world,incorrect,correct,False,False,0.19672214174548802,0.33333333333333337
trace_00002,trace_00010,logic_001,commonsense_002,symbolic_logic,commonsense_multihop,incorrect,correct,False,False,0.6355222557917826,0.6666666666666667
trace_00002,trace_00011,logic_001,arith_003,symbolic_logic,arithmetic,incorrect,correct,False,False,0.23903595255631882,0.4
trace_00002,trace_00012,logic_001,logic_003,symbolic_logic,symbolic_logic,incorrect,incorrect,True,True,0.6355222557917826,0.6666666666666666
trace_00002,trace_00013,logic_001,temporal_003,symbolic_logic,temporal_ordering,incorrect,incorrect,False,True,0.19672214174548802,0.33333333333333337
trace_00002,trace_00014,logic_001,causal_003,symbolic_logic,causal_micro_world,incorrect,correct,False,False,0.19672214174548802,0.33333333333333337
trace_00002,trace_00015,logic_001,commonsense_003,symbolic_logic,commonsense_multihop,incorrect,correct,False,False,0.3161561580109383,0.5
trace_00002,trace_00016,logic_001,arith_004,symbolic_logic,arithmetic,incorrect,correct,False,False,0.3679327735475437,0.4
trace_00002,trace_00017,logic_001,logic_004,symbolic_logic,symbolic_logic,incorrect,correct,True,False,0.003455029339326253,0.06666666666666668
trace_00002,trace_00018,logic_001,temporal_004,symbolic_logic,temporal_ordering,incorrect,incorrect,False,True,0.45328338368767396,0.5
trace_00002,trace_00019,logic_001,causal_004,symbolic_logic,causal_micro_world,incorrect,correct,False,False,0.6355222557917826,0.6666666666666666
trace_00002,trace_00020,logic_001,commonsense_004,symbolic_logic,commonsense_multihop,incorrect,incorrect,False,True,0.45328338368767396,0.5
trace_00002,trace_00021,logic_001,arith_005,symbolic_logic,arithmetic,incorrect,correct,False,False,0.5611998859537054,0.6666666666666667
trace_00002,trace_00022,logic_001,logic_005,symbolic_logic,symbolic_logic,incorrect,correct,True,False,0.45328338368767396,0.5
trace_00002,trace_00023,logic_001,temporal_005,symbolic_logic,temporal_ordering,incorrect,correct,False,False,0.5540157730728,0.6
trace_00002,trace_00024,logic_001,causal_005,symbolic_logic,causal_micro_world,incorrect,correct,False,False,0.19672214174548802,0.33333333333333337
trace_00002,trace_00025,logic_001,commonsense_005,symbolic_logic,commonsense_multihop,incorrect,correct,False,False,0.45328338368767396,0.5
trace_00002,trace_00026,logic_001,arith_006,symbolic_logic,arithmetic,incorrect,correct,False,False,0.23903595255631882,0.4
trace_00002,trace_00027,logic_001,logic_006,symbolic_logic,symbolic_logic,incorrect,correct,True,False,0.45328338368767396,0.5
trace_00002,trace_00028,logic_001,temporal_006,symbolic_logic,temporal_ordering,incorrect,incorrect,False,True,1.0,1.0
trace_00002,trace_00029,logic_001,causal_006,symbolic_logic,causal_micro_world,incorrect,correct,False,False,0.007299156760473963,0.09999999999999998
trace_00002,trace_00030,logic_001,commonsense_006,symbolic_logic,commonsense_multihop,incorrect,incorrect,False,True,0.5611998859537054,0.6666666666666666
trace_00002,trace_00031,logic_001,arith_007,symbolic_logic,arithmetic,incorrect,correct,False,False,0.19672214174548802,0.3333333333333333
trace_00002,trace_00032,logic_001,logic_007,symbolic_logic,symbolic_logic,incorrect,correct,True,False,0.45328338368767396,0.5
trace_00002,trace_00033,logic_001,temporal_007,symbolic_logic,temporal_ordering,incorrect,correct,False,False,1.0,0.9999999999999999
trace_00002,trace_00034,logic_001,causal_007,symbolic_logic,causal_micro_world,incorrect,incorrect,False,True,0.19672214174548802,0.33333333333333337
trace_00002,trace_00035,logic_001,commonsense_007,symbolic_logic,commonsense_multihop,incorrect,incorrect,False,True,0.31034030477602415,0.4
trace_00002,trace_00036,logic_001,arith_008,symbolic_logic,arithmetic,incorrect,correct,False,False,0.3999999999999999,0.6000000000000001
trace_00002,trace_00037,logic_001,logic_008,symbolic_logic,symbolic_logic,incorrect,correct,True,False,0.5540157730728,0.6
trace_00002,trace_00038,logic_001,temporal_008,symbolic_logic,temporal_ordering,incorrect,incorrect,False,True,0.19672214174548802,0.33333333333333337
trace_00002,trace_00039,logic_001,causal_008,symbolic_logic,causal_micro_world,incorrect,incorrect,False,True,0.5540157730728,0.6
trace_00002,trace_00040,logic_001,commonsense_008,symbolic_logic,commonsense_multihop,incorrect,incorrect,False,True,0.6875981034650653,0.75
trace_00002,trace_00041,logic_001,arith_009,symbolic_logic,arithmetic,incorrect,correct,False,False,0.5119837186991074,0.7142857142857142
trace_00002,trace_00042,logic_001,logic_009,symbolic_logic,symbolic_logic,incorrect,incorrect,True,True,0.3161561580109383,0.5
trace_00002,trace_00043,logic_001,temporal_009,symbolic_logic,temporal_ordering,incorrect,incorrect,False,True,0.19672214174548802,0.33333333333333337
trace_00002,trace_00044,logic_001,causal_009,symbolic_logic,causal_micro_world,incorrect,correct,False,False,0.19672214174548802,0.33333333333333337
trace_00002,trace_00045,logic_001,commonsense_009,symbolic_logic,commonsense_multihop,incorrect,incorrect,False,True,0.2754887502163468,0.4
trace_00002,trace_00046,logic_001,arith_010,symbolic_logic,arithmetic,incorrect,correct,False,False,0.3999999999999999,0.6
trace_00002,trace_00047,logic_001,logic_010,symbolic_logic,symbolic_logic,incorrect,incorrect,True,True,1.0,1.0
trace_00002,trace_00048,logic_001,temporal_010,symbolic_logic,temporal_ordering,incorrect,incorrect,False,True,0.5611998859537054,0.6666666666666666
trace_00002,trace_00049,logic_001,causal_010,symbolic_logic,causal_micro_world,incorrect,incorrect,False,True,1.0,1.0
trace_00002,trace_00050,logic_001,commonsense_010,symbolic_logic,commonsense_multihop,incorrect,correct,False,False,0.6355222557917826,0.6666666666666666
trace_00002,trace_00051,logic_001,arith_011,symbolic_logic,arithmetic,incorrect,incorrect,False,True,1.0,1.0
trace_00002,trace_00052,logic_001,logic_011,symbolic_logic,symbolic_logic,incorrect,correct,True,False,0.5611998859537054,0.6666666666666666
trace_00002,trace_00053,logic_001,temporal_011,symbolic_logic,temporal_ordering,incorrect,incorrect,False,True,0.007299156760473963,0.09999999999999998
trace_00002,trace_00054,logic_001,causal_011,symbolic_logic,causal_micro_world,incorrect,incorrect,False,True,0.19672214174548802,0.33333333333333337
trace_00002,trace_00055,logic_001,commonsense_011,symbolic_logic,commonsense_multihop,incorrect,correct,False,False,0.5982551600747779,0.7142857142857142
trace_00002,trace_00056,logic_001,arith_012,symbolic_logic,arithmetic,incorrect,correct,False,False,1.0,1.0
trace_00002,trace_00057,logic_001,logic_012,symbolic_logic,symbolic_logic,incorrect,correct,True,False,1.0,1.0
trace_00002,trace_00058,logic_001,temporal_012,symbolic_logic,temporal_ordering,incorrect,incorrect,False,True,0.19672214174548802,0.33333333333333337
trace_00002,trace_00059,logic_001,causal_012,symbolic_logic,causal_micro_world,incorrect,correct,False,False,1.0,1.0
trace_00002,trace_00060,logic_001,commonsense_012,symbolic_logic,commonsense_multihop,incorrect,incorrect,False,True,0.490968531773352,0.6
trace_00002,trace_00061,logic_001,arith_013,symbolic_logic,arithmetic,incorrect,correct,False,False,0.7104394251847856,0.8333333333333334
trace_00002,trace_00062,logic_001,logic_013,symbolic_logic,symbolic_logic,incorrect,correct,True,False,0.6000000000000001,0.6000000000000001
trace_00002,trace_00063,logic_001,temporal_013,symbolic_logic,temporal_ordering,incorrect,incorrect,False,True,0.5540157730728,0.6
trace_00002,trace_00064,logic_001,causal_013,symbolic_logic,causal_micro_world,incorrect,incorrect,False,True,0.5611998859537054,0.6666666666666667
trace_00002,trace_00065,logic_001,commonsense_013,symbolic_logic,commonsense_multihop,incorrect,incorrect,False,True,0.3161561580109383,0.5
trace_00002,trace_00066,logic_001,arith_014,symbolic_logic,arithmetic,incorrect,correct,False,False,1.0,0.9999999999999999
trace_00002,trace_00067,logic_001,logic_014,symbolic_logic,symbolic_logic,incorrect,incorrect,True,True,0.3679327735475437,0.4
trace_00002,trace_00068,logic_001,temporal_014,symbolic_logic,temporal_ordering,incorrect,incorrect,False,True,0.6355222557917826,0.6666666666666666
trace_00002,trace_00069,logic_001,causal_014,symbolic_logic,causal_micro_world,incorrect,correct,False,False,0.5540157730728,0.6
trace_00002,trace_00070,logic_001,commonsense_014,symbolic_logic,commonsense_multihop,incorrect,correct,False,False,0.5611998859537055,0.6666666666666667
trace_00002,trace_00071,logic_001,arith_015,symbolic_logic,arithmetic,incorrect,correct,False,False,1.0,1.0
trace_00002,trace_00072,logic_001,logic_015,symbolic_logic,symbolic_logic,incorrect,incorrect,True,True,0.7523720363639153,0.8333333333333333
trace_00002,trace_00073,logic_001,temporal_015,symbolic_logic,temporal_ordering,incorrect,incorrect,False,True,0.23903595255631882,0.4
trace_00002,trace_00074,logic_001,causal_015,symbolic_logic,causal_micro_world,incorrect,correct,False,False,0.23645279766002797,0.4
trace_00002,trace_00075,logic_001,commonsense_015,symbolic_logic,commonsense_multihop,incorrect,correct,False,False,0.5540157730728,0.6
trace_00002,trace_00076,logic_001,arith_016,symbolic_logic,arithmetic,incorrect,correct,False,False,0.737669624016034,0.8571428571428572
trace_00002,trace_00077,logic_001,logic_016,symbolic_logic,symbolic_logic,incorrect,correct,True,False,0.19672214174548802,0.33333333333333337
trace_00002,trace_00078,logic_001,temporal_016,symbolic_logic,temporal_ordering,incorrect,incorrect,False,True,0.3161561580109383,0.5
trace_00002,trace_00079,logic_001,causal_016,symbolic_logic,causal_micro_world,incorrect,incorrect,False,True,0.5540157730728,0.6
trace_00002,trace_00080,logic_001,commonsense_016,symbolic_logic,commonsense_multihop,incorrect,correct,False,False,0.45328338368767396,0.5
trace_00002,trace_00081,logic_001,arith_017,symbolic_logic,arithmetic,incorrect,correct,False,False,0.6875981034650653,0.75
trace_00002,trace_00082,logic_001,logic_017,symbolic_logic,symbolic_logic,incorrect,incorrect,True,True,0.45328338368767396,0.5
trace_00002,trace_00083,logic_001,temporal_017,symbolic_logic,temporal_ordering,incorrect,incorrect,False,True,0.6355222557917826,0.6666666666666666
trace_00002,trace_00084,logic_001,causal_017,symbolic_logic,causal_micro_world,incorrect,correct,False,False,0.45328338368767396,0.5
trace_00002,trace_00085,logic_001,commonsense_017,symbolic_logic,commonsense_multihop,incorrect,incorrect,False,True,0.003455029339326253,0.06666666666666668
trace_00002,trace_00086,logic_001,arith_018,symbolic_logic,arithmetic,incorrect,correct,False,False,1.0,0.9999999999999999
trace_00002,trace_00087,logic_001,logic_018,symbolic_logic,symbolic_logic,incorrect,correct,True,False,0.6355222557917826,0.6666666666666666
trace_00002,trace_00088,logic_001,temporal_018,symbolic_logic,temporal_ordering,incorrect,incorrect,False,True,0.5540157730728,0.6
trace_00002,trace_00089,logic_001,causal_018,symbolic_logic,causal_micro_world,incorrect,correct,False,False,0.3161561580109383,0.5
trace_00002,trace_00090,logic_001,commonsense_018,symbolic_logic,commonsense_multihop,incorrect,incorrect,False,True,0.6285580545458729,0.75
trace_00002,trace_00091,logic_001,arith_019,symbolic_logic,arithmetic,incorrect,correct,False,False,0.6875981034650653,0.75
trace_00002,trace_00092,logic_001,logic_019,symbolic_logic,symbolic_logic,incorrect,correct,True,False,0.4628114615487009,0.6666666666666667
trace_00002,trace_00093,logic_001,temporal_019,symbolic_logic,temporal_ordering,incorrect,incorrect,False,True,0.19672214174548802,0.33333333333333337
trace_00002,trace_00094,logic_001,causal_019,symbolic_logic,causal_micro_world,incorrect,correct,False,False,0.19672214174548802,0.33333333333333337
trace_00002,trace_00095,logic_001,commonsense_019,symbolic_logic,commonsense_multihop,incorrect,correct,False,False,0.19672214174548802,0.33333333333333337
trace_00002,trace_00096,logic_001,arith_020,symbolic_logic,arithmetic,incorrect,correct,False,False,0.6285580545458729,0.75
trace_00002,trace_00097,logic_001,logic_020,symbolic_logic,symbolic_logic,incorrect,incorrect,True,True,0.007299156760473963,0.09999999999999998
trace_00002,trace_00098,logic_001,temporal_020,symbolic_logic,temporal_ordering,incorrect,incorrect,False,True,0.6355222557917826,0.6666666666666666
trace_00002,trace_00099,logic_001,causal_020,symbolic_logic,causal_micro_world,incorrect,correct,False,False,0.45328338368767396,0.5
trace_00002,trace_00100,logic_001,commonsense_020,symbolic_logic,commonsense_multihop,incorrect,correct,False,False,0.3999999999999999,0.6
trace_00003,trace_00004,temporal_001,causal_001,temporal_ordering,causal_micro_world,correct,correct,False,True,0.4591479170272448,0.6666666666666667
trace_00003,trace_00005,temporal_001,commonsense_001,temporal_ordering,commonsense_multihop,correct,incorrect,False,False,0.07932311029696906,0.20833333333333331
trace_00003,trace_00006,temporal_001,arith_002,temporal_ordering,arithmetic,correct,correct,False,True,0.2295739585136224,0.3333333333333333
trace_00003,trace_00007,temporal_001,logic_002,temporal_ordering,symbolic_logic,correct,correct,False,True,0.4591479170272448,0.6666666666666667
trace_00003,trace_00008,temporal_001,temporal_002,temporal_ordering,temporal_ordering,correct,correct,True,True,0.5,0.5
trace_00003,trace_00009,temporal_001,causal_002,temporal_ordering,causal_micro_world,correct,correct,False,True,0.3658632937969324,0.5
trace_00003,trace_00010,temporal_001,commonsense_002,temporal_ordering,commonsense_multihop,correct,correct,False,True,0.4696226686166433,0.6666666666666666
trace_00003,trace_00011,temporal_001,arith_003,temporal_ordering,arithmetic,correct,correct,False,True,0.18953802886458262,0.2666666666666667
trace_00003,trace_00012,temporal_001,logic_003,temporal_ordering,symbolic_logic,correct,incorrect,False,False,0.31127812445913283,0.49999999999999994
trace_00003,trace_00013,temporal_001,temporal_003,temporal_ordering,temporal_ordering,correct,incorrect,True,False,0.13628933528331,0.3333333333333333
trace_00003,trace_00014,temporal_001,causal_003,temporal_ordering,causal_micro_world,correct,correct,False,True,0.3658632937969324,0.5
trace_00003,trace_00015,temporal_001,commonsense_003,temporal_ordering,commonsense_multihop,correct,correct,False,True,0.048794940695398595,0.25000000000000006
trace_00003,trace_00016,temporal_001,arith_004,temporal_ordering,arithmetic,correct,correct,False,True,0.195709628799731,0.33333333333333326
trace_00003,trace_00017,temporal_001,logic_004,temporal_ordering,symbolic_logic,correct,correct,False,True,0.195709628799731,0.33333333333333326
trace_00003,trace_00018,temporal_001,temporal_004,temporal_ordering,temporal_ordering,correct,incorrect,True,False,0.2295739585136224,0.3333333333333333
trace_00003,trace_00019,temporal_001,causal_004,temporal_ordering,causal_micro_world,correct,correct,False,True,0.31127812445913283,0.49999999999999994
trace_00003,trace_00020,temporal_001,commonsense_004,temporal_ordering,commonsense_multihop,correct,incorrect,False,False,0.0954372523105548,0.16666666666666669
trace_00003,trace_00021,temporal_001,arith_005,temporal_ordering,arithmetic,correct,correct,False,True,0.29463387944082053,0.5
trace_00003,trace_00022,temporal_001,logic_005,temporal_ordering,symbolic_logic,correct,correct,False,True,0.2295739585136224,0.3333333333333333
trace_00003,trace_00023,temporal_001,temporal_005,temporal_ordering,temporal_ordering,correct,correct,True,True,0.4591479170272448,0.6666666666666667
