trace_id,task_family,outcome,neighbor_trace_id,neighbor_family,neighbor_outcome,same_family_nn,same_outcome_nn,nn_js_divergence,nn_tv_distance
trace_00070,commonsense_multihop,correct,trace_00090,commonsense_multihop,incorrect,True,False,0.010360419811954107,0.08333333333333333
trace_00071,arithmetic,correct,trace_00059,causal_micro_world,correct,False,True,0.0,0.0
trace_00072,symbolic_logic,incorrect,trace_00040,commonsense_multihop,incorrect,False,True,0.020720839623908215,0.16666666666666666
trace_00073,temporal_ordering,incorrect,trace_00003,temporal_ordering,correct,True,False,0.0072991567604739245,0.10000000000000002
trace_00074,causal_micro_world,correct,trace_00035,commonsense_multihop,incorrect,False,False,0.10803154614560012,0.19999999999999998
trace_00075,commonsense_multihop,correct,trace_00068,temporal_ordering,incorrect,False,False,0.020720839623908215,0.16666666666666666
trace_00076,arithmetic,correct,trace_00096,arithmetic,correct,True,True,0.03935733083375617,0.21428571428571427
trace_00077,symbolic_logic,correct,trace_00013,temporal_ordering,incorrect,False,False,0.0,0.0
trace_00078,temporal_ordering,incorrect,trace_00015,commonsense_multihop,correct,False,False,0.0,0.0
trace_00079,causal_micro_world,incorrect,trace_00088,temporal_ordering,incorrect,False,True,0.0,0.0
trace_00080,commonsense_multihop,correct,trace_00032,symbolic_logic,correct,False,True,0.0,0.0
trace_00081,arithmetic,correct,trace_00091,arithmetic,correct,True,True,0.0,0.0
trace_00082,symbolic_logic,incorrect,trace_00018,temporal_ordering,incorrect,False,True,0.0,0.0
trace_00083,temporal_ordering,incorrect,trace_00068,temporal_ordering,incorrect,True,True,0.0,0.0
trace_00084,causal_micro_world,correct,trace_00027,symbolic_logic,correct,False,True,0.0,0.0
trace_00085,commonsense_multihop,incorrect,trace_00017,symbolic_logic,correct,False,False,0.0,0.0
trace_00086,arithmetic,correct,trace_00066,arithmetic,correct,True,True,0.0,0.0
trace_00087,symbolic_logic,correct,trace_00068,temporal_ordering,incorrect,False,False,0.0,0.0
trace_00088,temporal_ordering,incorrect,trace_00079,causal_micro_world,incorrect,False,True,0.0,0.0
trace_00089,causal_micro_world,correct,trace_00026,arithmetic,correct,False,True,0.018621763074265444,0.15
trace_00090,commonsense_multihop,incorrect,trace_00070,commonsense_multihop,correct,True,False,0.010360419811954107,0.08333333333333333
trace_00091,arithmetic,correct,trace_00081,arithmetic,correct,True,True,0.0,0.0
trace_00092,symbolic_logic,correct,trace_00036,arithmetic,correct,False,True,0.007299156760473921,0.10000000000000002
trace_00093,temporal_ordering,incorrect,trace_00077,symbolic_logic,correct,False,False,0.0,0.0
trace_00094,causal_micro_world,correct,trace_00095,commonsense_multihop,correct,False,True,0.0,0.0
trace_00095,commonsense_multihop,correct,trace_00094,causal_micro_world,correct,False,True,0.0,0.0
trace_00096,arithmetic,correct,trace_00061,arithmetic,correct,True,True,0.020720839623908215,0.16666666666666666
trace_00097,symbolic_logic,incorrect,trace_00053,temporal_ordering,incorrect,False,True,0.0,0.0
trace_00098,temporal_ordering,incorrect,trace_00041,arithmetic,correct,False,False,0.10532008566602571,0.23809523809523808
trace_00099,causal_micro_world,correct,trace_00032,symbolic_logic,correct,False,True,0.0,0.0
trace_00100,commonsense_multihop,correct,trace_00065,commonsense_multihop,incorrect,True,False,0.01862176307426544,0.15
