text,cluster_id,axis_1,axis_2,axis_3,axis_4,axis_5
single-cell sequencing analysis,2,-0.20447487,0.27008495,0.17231347,0.022666054,0.1902549
single-cell sequencing prediction,2,-0.24220008,0.18283989,0.1549757,0.011931055,0.13433659
single-cell sequencing forecasting,2,-0.24383704,0.1657927,0.1287673,-0.028530058,0.1345536
single-cell sequencing optimization,2,-0.22338429,0.21896993,0.19073829,0.022098083,0.19382557
single-cell sequencing modeling,2,-0.22430262,0.22488587,0.19887884,-0.003987698,0.1662569
single-cell sequencing detection,2,-0.16842973,0.2569144,0.17970529,0.056076672,0.20448108
single-cell sequencing classification,2,-0.18158601,0.21560758,0.14346397,0.048475716,0.14354561
single-cell sequencing inference,2,-0.21227902,0.23849295,0.16127019,-0.022523884,0.15095897
single-cell sequencing workflow,2,-0.19418047,0.2669241,0.20000306,0.018707108,0.22270954
single-cell sequencing pipeline,2,-0.19931759,0.25250724,0.19052784,0.017660266,0.2141039
single-cell sequencing system,2,-0.16433415,0.24383913,0.23894273,0.012377152,0.22213057
single-cell sequencing framework,2,-0.1794246,0.24631888,0.21023369,0.02035287,0.22534198
single-cell sequencing dataset,2,-0.16123845,0.29117602,0.11449516,0.062241018,0.13624471
single-cell sequencing study,2,-0.1532822,0.24594194,0.20452587,0.0119167,0.19956967
single-cell sequencing platform,2,-0.13860856,0.25229567,0.22962435,0.026730455,0.24328376
single-cell sequencing experiment,2,-0.16664769,0.20662786,0.24971792,0.009942522,0.18068883
single-cell sequencing architecture,2,-0.20111729,0.2648943,0.20536286,0.022494107,0.21655887
single-cell sequencing application,2,-0.15826133,0.23289566,0.22992405,0.027630163,0.23667434
biology single-cell sequencing,2,-0.18472496,0.18996362,0.24516487,-0.044708885,0.19460385
protein folding benchmark,4,-0.081951484,-0.32200158,0.107831284,0.12457548,-0.032475945
protein folding simulation,4,-0.079284646,-0.43382144,0.2163142,0.031423196,-0.14047937
protein folding analysis,4,-0.08094116,-0.3700406,0.10760263,0.11256991,-0.14091778
protein folding prediction,4,-0.11726472,-0.44439057,0.101328984,0.079284266,-0.1671674
protein folding forecasting,4,-0.15162069,-0.38678718,0.07355125,0.04644997,-0.12264692
protein folding optimization,4,-0.09362355,-0.42263308,0.1470168,0.07816797,-0.087476134
protein folding modeling,4,-0.10039455,-0.42459404,0.1568106,0.06117331,-0.13714197
protein folding detection,4,-0.05486794,-0.36040035,0.12553573,0.11810332,-0.094282106
protein folding classification,4,-0.06556826,-0.3631602,0.11879252,0.13505751,-0.10785655
protein folding inference,4,-0.12699273,-0.35140005,0.11460801,0.05139864,-0.12172447
protein folding workflow,4,-0.09590065,-0.3227388,0.14952591,0.08084835,-0.0568898
protein folding pipeline,4,-0.09257306,-0.31229338,0.13686422,0.0854039,-0.0428624
protein folding system,4,-0.025825685,-0.4095221,0.20143156,0.069164805,-0.122716345
protein folding framework,4,-0.056381233,-0.40828115,0.1338366,0.10581971,-0.051346675
protein folding dataset,4,-0.10195906,-0.27512836,0.08659484,0.1599225,-0.13584094
protein folding study,4,-0.045965053,-0.39265612,0.14381552,0.07701529,-0.11007076
protein folding platform,4,-0.0020655363,-0.37581894,0.17486079,0.06319771,-0.034237128
protein folding experiment,4,-0.039992288,-0.39222687,0.20959452,0.065406226,-0.1093412
protein folding architecture,4,-0.09722167,-0.38102153,0.17210142,0.07495693,-0.047762483
protein folding application,4,-0.024010114,-0.3878144,0.17943078,0.044837017,-0.07291838
biology protein folding,4,-0.08681656,-0.40479347,0.19976918,0.025911901,-0.1258167
cancer immunotherapy benchmark,0,0.36183533,0.099876106,0.023352467,0.06668445,-0.0440601
cancer immunotherapy simulation,0,0.34912688,0.049074274,0.14347777,-0.043450337,-0.13490312
cancer immunotherapy analysis,0,0.39083198,0.08839782,-0.017174082,0.02283046,-0.14898969
cancer immunotherapy prediction,0,0.32108113,0.011403582,-0.0027838796,0.0023660455,-0.17772798
cancer immunotherapy forecasting,0,0.24735357,0.055767473,-0.03235175,-0.024883797,-0.13537662
cancer immunotherapy optimization,0,0.31973132,0.035068817,0.06434235,0.01873827,-0.10948339
cancer immunotherapy modeling,0,0.33623,0.038213003,0.07618131,-0.010113967,-0.1409681
cancer immunotherapy detection,0,0.39836603,0.08691939,0.030549144,0.0073791845,-0.09419472
cancer immunotherapy classification,0,0.39722833,0.071931995,0.03908109,0.03511129,-0.12380396
cancer immunotherapy inference,0,0.34140772,0.071379915,0.008453504,-0.017150277,-0.12217636
cancer immunotherapy workflow,0,0.33030912,0.1189707,0.062740155,0.006260891,-0.07610926
cancer immunotherapy pipeline,0,0.3432404,0.0761915,0.062950455,0.006069947,-0.07137509
cancer immunotherapy system,0,0.44574612,0.050126698,0.110368006,-0.024602719,-0.12482314
cancer immunotherapy framework,0,0.41214135,0.031449594,0.06506851,0.02729948,-0.091284364
cancer immunotherapy dataset,0,0.30670232,0.13904707,-0.029276555,0.0952173,-0.1258792
cancer immunotherapy study,0,0.44800597,0.067022584,0.047791623,-0.002793928,-0.12969945
cancer immunotherapy platform,0,0.4456025,0.046049003,0.099156715,-5.6525394e-05,-0.05009485
cancer immunotherapy experiment,0,0.4082332,0.056328226,0.13754751,-0.023645656,-0.120799266
cancer immunotherapy architecture,0,0.34505194,0.040699292,0.111828335,0.004505104,-0.07026841
cancer immunotherapy application,0,0.4729223,0.029210122,0.08612203,-0.04771752,-0.075109005
biology cancer immunotherapy,0,0.399671,0.0501542,0.123482436,-0.07554606,-0.15222566
genomic mutation benchmark,2,-0.088708684,-0.07156319,0.08488659,0.23502971,0.15580228
genomic mutation simulation,2,-0.11033622,-0.14351383,0.20470004,0.15802449,0.061142307
genomic mutation analysis,2,-0.107059516,-0.08008882,0.073040694,0.23106903,0.08894661
genomic mutation prediction,2,-0.16073282,-0.17919347,0.08333991,0.17759933,0.053289592
genomic mutation forecasting,2,-0.15710902,-0.11475148,0.0793041,0.15381551,0.07923644
genomic mutation optimization,2,-0.15354265,-0.13458759,0.13345113,0.17672227,0.096544795
genomic mutation modeling,2,-0.15030527,-0.13789703,0.12708887,0.18638451,0.09262354
genomic mutation detection,2,-0.09359886,-0.08562002,0.10167582,0.24423845,0.12836063
genomic mutation classification,2,-0.10628019,-0.12358749,0.08972366,0.24014658,0.06657732
genomic mutation inference,2,-0.15617007,-0.09154128,0.106111825,0.17318614,0.09285365
genomic mutation workflow,2,-0.093699425,-0.072188824,0.13909861,0.20697226,0.14504324
genomic mutation pipeline,2,-0.110842206,-0.103392825,0.122592755,0.18705632,0.1292022
genomic mutation system,2,-0.05681987,-0.13635343,0.19597508,0.19566636,0.10296204
genomic mutation framework,2,-0.08672289,-0.16319364,0.13808201,0.2220108,0.14507942
genomic mutation dataset,2,-0.093956225,-0.049280122,0.08206851,0.2647852,0.07738862
genomic mutation study,2,-0.055759676,-0.13357477,0.11394812,0.20600982,0.12499175
genomic mutation platform,2,-0.021133317,-0.12885147,0.1624073,0.19489764,0.18005723
genomic mutation experiment,2,-0.060111437,-0.12265041,0.18984058,0.198617,0.094414055
genomic mutation architecture,2,-0.09766143,-0.1262361,0.16043633,0.17644408,0.13125679
genomic mutation application,2,-0.053729948,-0.15124126,0.15949972,0.1841774,0.15687719
biology genomic mutation,2,-0.11397199,-0.16734204,0.19272329,0.13949357,0.08447647
cell signaling benchmark,3,-0.09493257,0.08370818,0.100017324,-0.31738093,0.022635017
cell signaling simulation,3,-0.10348973,-0.0035067028,0.20125702,-0.42134696,-0.072305806
cell signaling analysis,3,-0.100750186,0.09035312,0.055419542,-0.36981174,-0.049934436
cell signaling prediction,3,-0.14887913,0.0070288307,0.059620246,-0.3768581,-0.084016204
cell signaling forecasting,3,-0.150123,0.042564444,0.05863437,-0.3650389,-0.05486513
cell signaling optimization,3,-0.12945561,-0.012533243,0.13094428,-0.35635212,-0.03802017
cell signaling modeling,3,-0.13862652,0.013929926,0.12866898,-0.39728683,-0.06641435
cell signaling detection,3,-0.074655645,0.091941305,0.11263898,-0.37228832,-0.010049652
cell signaling classification,3,-0.08393591,0.07207912,0.0829916,-0.3306036,-0.056159087
cell signaling inference,3,-0.12751953,0.05797473,0.07653119,-0.35919955,-0.045832504
cell signaling workflow,3,-0.0897525,0.090645224,0.1346172,-0.35882282,0.011019101
cell signaling pipeline,3,-0.101765245,0.0501013,0.11328296,-0.3458436,0.022357391
cell signaling system,3,-0.043536745,0.018172238,0.17393154,-0.45869353,-0.03917756
cell signaling framework,3,-0.06778893,-0.013833539,0.1244226,-0.3714707,0.0015311745
cell signaling dataset,3,-0.095681,0.13542438,0.04024642,-0.29498875,-0.05298173
cell signaling study,3,-0.03848168,0.041648004,0.10442019,-0.40443707,-0.030755829
cell signaling platform,3,-0.027142422,0.027925529,0.15694344,-0.4056238,0.0410979
cell signaling experiment,3,-0.042496018,0.0055840327,0.19003569,-0.389134,-0.04816874
cell signaling architecture,3,-0.10344034,0.012916783,0.14763641,-0.37726864,-0.006779746
cell signaling application,3,-0.029295756,0.025072465,0.16067067,-0.40457115,0.014186853
biology cell signaling,3,-0.10477654,-0.018970411,0.13793239,-0.46993247,-0.04158438
drug target benchmark,4,0.13898662,-0.17258582,-0.2773309,-0.039404485,0.25833824
drug target simulation,4,0.14145571,-0.24641567,-0.1950476,-0.16757639,0.19806813
drug target analysis,4,0.15179434,-0.18144342,-0.3712346,-0.09270966,0.21269973
drug target prediction,4,0.07574282,-0.26602697,-0.33236906,-0.121761546,0.17546406
drug target forecasting,4,0.053836588,-0.21405989,-0.3413356,-0.122049324,0.17207913
drug target optimization,4,0.09521318,-0.24515729,-0.22408174,-0.09313872,0.19707853
drug target modeling,4,0.09934913,-0.25474948,-0.27750933,-0.12624443,0.1955809
drug target detection,4,0.15628317,-0.19920106,-0.31218168,-0.09320731,0.22819231
drug target classification,4,0.14871469,-0.2015094,-0.3359221,-0.06572476,0.22293723
drug target inference,4,0.08640503,-0.19825044,-0.29916504,-0.114703104,0.17546004
drug target workflow,4,0.12845981,-0.16418937,-0.25030088,-0.09532134,0.25184396
drug target pipeline,4,0.12685674,-0.18091132,-0.2512865,-0.09559918,0.24383788
drug target system,4,0.22766617,-0.2238118,-0.28103578,-0.15462324,0.27207488
drug target framework,4,0.16619873,-0.25201517,-0.28867188,-0.07800833,0.26098275
drug target dataset,4,0.14477631,-0.12389888,-0.3521372,-0.02119854,0.19607872
drug target study,4,0.19884536,-0.20375851,-0.3375877,-0.124338165,0.26123452
drug target platform,4,0.2242901,-0.20804839,-0.26567784,-0.1250254,0.2803695
drug target experiment,4,0.20362982,-0.23306803,-0.21577373,-0.14061226,0.23585163
drug target architecture,4,0.111628234,-0.22736375,-0.20729719,-0.097067185,0.23921661
drug target application,4,0.22073747,-0.24926186,-0.27418333,-0.15813614,0.27515742
biology drug target,4,0.13810676,-0.26700598,-0.22411655,-0.20227402,0.25437644
immune checkpoint benchmark,0,0.31422237,0.19083351,0.033815846,0.13665245,0.0390698
immune checkpoint simulation,0,0.3211109,0.14352338,0.14000098,0.0473112,-0.041595157
immune checkpoint analysis,0,0.32562155,0.19272019,-0.0021926921,0.111942776,-0.032436896
immune checkpoint prediction,0,0.27014935,0.13031419,0.0047170417,0.09708654,-0.07789151
immune checkpoint forecasting,0,0.22230923,0.14755824,-0.0024126514,0.0631055,-0.05939904
immune checkpoint optimization,0,0.26447806,0.14480256,0.06590621,0.10116755,-0.01807577
immune checkpoint modeling,0,0.28084394,0.152698,0.0650641,0.08076538,-0.041683476
immune checkpoint detection,0,0.31773075,0.19203256,0.044533774,0.10297304,-0.011582805
immune checkpoint classification,0,0.3009161,0.18082714,0.02628834,0.13768236,-0.018303158
immune checkpoint inference,0,0.26338533,0.1805757,0.037041668,0.051842473,-0.021984678
immune checkpoint workflow,0,0.32717586,0.18586558,0.047166716,0.10374001,0.0321404
immune checkpoint pipeline,0,0.30137432,0.16607958,0.05289369,0.09419914,0.0338224
immune checkpoint system,0,0.4197314,0.14406006,0.080902725,0.06327165,-0.016142555
immune checkpoint framework,0,0.36429757,0.1316839,0.075055115,0.13374344,0.024759138
immune checkpoint dataset,0,0.31515512,0.2146016,-0.018474225,0.17095208,-0.030256256
immune checkpoint study,0,0.41012758,0.14945051,0.034566227,0.09665543,-0.0053258664
immune checkpoint platform,0,0.41140917,0.14283504,0.08655563,0.100102484,0.050456062
immune checkpoint experiment,0,0.38836983,0.12302004,0.13276902,0.06897574,-0.017796395
immune checkpoint architecture,0,0.30245486,0.1530096,0.120469876,0.08252582,0.024313552
immune checkpoint application,0,0.4074524,0.1279931,0.0832779,0.073228754,0.030624928
biology immune checkpoint,0,0.3006848,0.11492034,0.12449636,0.028712545,-0.03448965
transcriptomic profiling benchmark,1,-0.1769017,0.20721835,-0.22044173,0.12973805,-0.0019241299
transcriptomic profiling simulation,1,-0.18709977,0.15895493,-0.16891845,0.07140968,-0.051116962
transcriptomic profiling analysis,1,-0.19574659,0.18676054,-0.2623751,0.12952359,-0.04419151
transcriptomic profiling prediction,1,-0.21683635,0.12297199,-0.28131083,0.109235704,-0.070690274
transcriptomic profiling forecasting,1,-0.23214184,0.12496535,-0.24929927,0.07175703,-0.06617781
transcriptomic profiling optimization,1,-0.21036203,0.16643183,-0.231651,0.10142107,-0.024587056
transcriptomic profiling modeling,1,-0.20273522,0.16861163,-0.25089866,0.09685048,-0.048834804
transcriptomic profiling detection,1,-0.16823713,0.17930579,-0.2570876,0.14616671,-0.026521022
transcriptomic profiling classification,1,-0.1682642,0.16581596,-0.26577637,0.14790983,-0.044400148
transcriptomic profiling inference,1,-0.20075004,0.18109088,-0.25010914,0.082842015,-0.03571888
transcriptomic profiling workflow,1,-0.17064326,0.19525772,-0.21477485,0.1206457,0.004935856
transcriptomic profiling pipeline,1,-0.16951385,0.18559454,-0.22296843,0.11601965,-0.009203678
transcriptomic profiling system,1,-0.15378882,0.18680286,-0.2507654,0.11939967,-0.016942838
transcriptomic profiling framework,1,-0.1737985,0.15564704,-0.26752296,0.14183605,0.00036883613
transcriptomic profiling dataset,1,-0.15986668,0.21724863,-0.2730909,0.15888025,-0.06573996
transcriptomic profiling study,1,-0.15361926,0.17061776,-0.25398296,0.12906615,-0.034433685
transcriptomic profiling platform,1,-0.13553964,0.18982683,-0.25416085,0.12264326,0.0051583233
transcriptomic profiling experiment,1,-0.1510693,0.1431881,-0.18677244,0.114590436,-0.041836362
transcriptomic profiling architecture,1,-0.18885635,0.20299666,-0.20691855,0.115517855,0.0035406493
transcriptomic profiling application,1,-0.13937539,0.16653928,-0.24004593,0.11892192,0.0026142253
biology transcriptomic profiling,1,-0.20764662,0.14804791,-0.21720944,0.076495096,-0.03743571
pathway analysis benchmark,1,-0.06640837,0.06877447,-0.1649211,0.0006664058,-0.031050153
pathway analysis simulation,1,-0.08915642,0.008307366,-0.08909523,-0.1031032,-0.112515
pathway analysis analysis,1,-0.05976417,0.017057138,-0.17772979,-0.03953786,-0.105589435
pathway analysis prediction,1,-0.13064386,0.003051779,-0.20983425,-0.05585994,-0.14181948
pathway analysis forecasting,1,-0.13539094,-0.014482806,-0.2029474,-0.058641344,-0.10400676
pathway analysis optimization,1,-0.12213919,0.0091839805,-0.13800737,-0.031941082,-0.07980428
pathway analysis modeling,1,-0.12679315,0.026326776,-0.15864944,-0.06192778,-0.104795285
pathway analysis detection,1,-0.08228991,0.053891145,-0.17982592,-0.022970496,-0.08578106
pathway analysis classification,1,-0.07065841,0.05150989,-0.19399868,-0.016348584,-0.10961449
pathway analysis inference,1,-0.12770723,0.051553603,-0.1543006,-0.042225957,-0.10838123
pathway analysis workflow,1,-0.0633386,0.06572967,-0.14159666,-0.010996102,-0.0394482
