source_family,target_family,proj_space_distance,proj_space_cosine_similarity,atlas_pca_dx,atlas_pca_dy,atlas_pca_distance,atlas_umap_dx,atlas_umap_dy,atlas_umap_distance,delta_proj_causal_substitution,delta_proj_definition_substitution,delta_proj_entity_swap,delta_proj_numeric_distortion,delta_proj_role_inversion
entity_swap,definition_substitution,0.18666493892669678,0.7095442414283752,-1.1082922145724297,0.7842871844768524,1.3577253111791385,-2.325014114379883,-3.4505388736724854,4.160758242290779,0.010156015174773825,0.12252283928294977,-0.12261020569130777,0.019627684603134785,0.06565285531493524
entity_swap,entity_swap,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
entity_swap,numeric_distortion,0.22695542871952057,0.6907780766487122,-1.867937445640564,-0.46384209394454956,1.9246661499961648,-4.980042338371277,-3.915346384048462,6.334884292475421,0.012009294494055203,-0.001728616864420475,-0.12196299753462275,0.1635344280861318,0.09870699931246539
entity_swap,role_inversion,0.19718417525291443,0.6304181218147278,-1.6450859606266022,0.4140445925295353,1.6963905041156353,-3.4105799198150635,-3.639467477798462,4.987762916518629,0.013455889676697544,0.0025739531032741084,-0.1605352491606027,0.015508799161761996,0.11261360559922955
numeric_distortion,causal_substitution,0.20278431475162506,0.7696549892425537,0.5615108534693718,1.5284318327903748,1.628311489258381,1.7431334257125854,-1.1229959726333618,2.0735559057781017,0.1318943852403512,0.010641792869622198,-0.005569948341387007,-0.15103546750421326,-0.027737546587983775
numeric_distortion,definition_substitution,0.19298706948757172,0.7882348895072937,0.7596452310681343,1.248129278421402,1.4611254472964628,2.655028223991394,0.46480751037597656,2.6954073703046837,-0.0018532793192813785,0.12425145614737024,-0.0006472081566850224,-0.14390674348299703,-0.03305414399753015
numeric_distortion,entity_swap,0.22695542871952057,0.6907780766487122,1.867937445640564,0.46384209394454956,1.9246661499961648,4.980042338371277,3.915346384048462,6.334884292475421,-0.012009294494055203,0.001728616864420475,0.12196299753462275,-0.1635344280861318,-0.09870699931246539
numeric_distortion,numeric_distortion,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
numeric_distortion,role_inversion,0.15366654098033905,0.8853679895401001,0.2228514850139618,0.8778866864740849,0.9057305441804291,1.5694624185562134,0.27587890625,1.593524852072918,0.0014465951826423407,0.004302569967694583,-0.038572251625979936,-0.14802562892436982,0.013906606286764156
role_inversion,causal_substitution,0.14102928340435028,0.858301043510437,0.33865936845541,0.6505451463162899,0.7334160860236841,0.17367100715637207,-1.3988748788833618,1.4096143250895434,0.13044779005770885,0.0063392229019276145,0.03300230328459293,-0.003009838579843438,-0.04164415287474793
role_inversion,definition_substitution,0.13438457250595093,0.8517068028450012,0.5367937460541725,0.3702425919473171,0.6520943970735671,1.0855658054351807,0.18892860412597656,1.1018834490939242,-0.003299874501923719,0.11994888617967567,0.037925043469294914,0.004118885441372788,-0.046960750284294306
role_inversion,entity_swap,0.19718417525291443,0.6304181218147278,1.6450859606266022,-0.4140445925295353,1.6963905041156353,3.4105799198150635,3.639467477798462,4.987762916518629,-0.013455889676697544,-0.0025739531032741084,0.1605352491606027,-0.015508799161761996,-0.11261360559922955
role_inversion,numeric_distortion,0.15366654098033905,0.8853679895401001,-0.2228514850139618,-0.8778866864740849,0.9057305441804291,-1.5694624185562134,-0.27587890625,1.593524852072918,-0.0014465951826423407,-0.004302569967694583,0.038572251625979936,0.14802562892436982,-0.013906606286764156
role_inversion,role_inversion,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
