left_trace_id,right_trace_id,left_prompt_id,right_prompt_id,left_family,right_family,left_outcome,right_outcome,same_prompt,same_family,same_outcome,js_divergence,tv_distance
trace_00001,trace_00082,arith_001,temporal_001,arithmetic,temporal_ordering,correct,correct,False,False,True,0.5408520829727551,0.6666666666666666
trace_00001,trace_00083,arith_001,temporal_001,arithmetic,temporal_ordering,correct,correct,False,False,True,0.5408520829727551,0.6666666666666666
trace_00001,trace_00084,arith_001,temporal_001,arithmetic,temporal_ordering,correct,incorrect,False,False,False,1.0,1.0
trace_00001,trace_00085,arith_001,temporal_001,arithmetic,temporal_ordering,correct,incorrect,False,False,False,0.42528358731335336,0.5
trace_00001,trace_00086,arith_001,temporal_002,arithmetic,temporal_ordering,correct,correct,False,False,True,0.6666666666666666,0.6666666666666666
trace_00001,trace_00087,arith_001,temporal_002,arithmetic,temporal_ordering,correct,correct,False,False,True,0.42528358731335336,0.49999999999999994
trace_00001,trace_00088,arith_001,temporal_002,arithmetic,temporal_ordering,correct,correct,False,False,True,0.5954372523105548,0.6666666666666667
trace_00001,trace_00089,arith_001,temporal_002,arithmetic,temporal_ordering,correct,correct,False,False,True,0.42528358731335336,0.49999999999999994
trace_00001,trace_00090,arith_001,temporal_002,arithmetic,temporal_ordering,correct,correct,False,False,True,1.0,1.0
trace_00001,trace_00091,arith_001,temporal_003,arithmetic,temporal_ordering,correct,incorrect,False,False,False,0.5408520829727551,0.6666666666666666
trace_00001,trace_00092,arith_001,temporal_003,arithmetic,temporal_ordering,correct,incorrect,False,False,False,0.3705065005495052,0.5714285714285714
trace_00001,trace_00093,arith_001,temporal_003,arithmetic,temporal_ordering,correct,incorrect,False,False,False,0.5408520829727551,0.6666666666666666
trace_00001,trace_00094,arith_001,temporal_003,arithmetic,temporal_ordering,correct,incorrect,False,False,False,0.42528358731335336,0.49999999999999994
trace_00001,trace_00095,arith_001,temporal_003,arithmetic,temporal_ordering,correct,correct,False,False,True,0.1908745046211096,0.33333333333333337
trace_00001,trace_00096,arith_001,temporal_004,arithmetic,temporal_ordering,correct,incorrect,False,False,False,0.42528358731335336,0.49999999999999994
trace_00001,trace_00097,arith_001,temporal_004,arithmetic,temporal_ordering,correct,incorrect,False,False,False,0.42528358731335336,0.49999999999999994
trace_00001,trace_00098,arith_001,temporal_004,arithmetic,temporal_ordering,correct,incorrect,False,False,False,1.0,1.0
trace_00001,trace_00099,arith_001,temporal_004,arithmetic,temporal_ordering,correct,incorrect,False,False,False,0.42528358731335336,0.49999999999999994
trace_00001,trace_00100,arith_001,temporal_004,arithmetic,temporal_ordering,correct,incorrect,False,False,False,0.42528358731335336,0.49999999999999994
trace_00001,trace_00101,arith_001,temporal_005,arithmetic,temporal_ordering,correct,incorrect,False,False,False,0.6125474873813833,0.75
trace_00001,trace_00102,arith_001,temporal_005,arithmetic,temporal_ordering,correct,incorrect,False,False,False,1.0,0.9999999999999999
trace_00001,trace_00103,arith_001,temporal_005,arithmetic,temporal_ordering,correct,correct,False,False,True,0.3679327735475437,0.4
trace_00001,trace_00104,arith_001,temporal_005,arithmetic,temporal_ordering,correct,incorrect,False,False,False,0.5408520829727551,0.6666666666666666
trace_00001,trace_00105,arith_001,temporal_005,arithmetic,temporal_ordering,correct,incorrect,False,False,False,1.0,1.0
trace_00001,trace_00106,arith_001,temporal_006,arithmetic,temporal_ordering,correct,incorrect,False,False,False,0.236452797660028,0.3999999999999999
trace_00001,trace_00107,arith_001,temporal_006,arithmetic,temporal_ordering,correct,incorrect,False,False,False,0.5180495027954102,0.7142857142857142
trace_00001,trace_00108,arith_001,temporal_006,arithmetic,temporal_ordering,correct,incorrect,False,False,False,0.42528358731335336,0.49999999999999994
trace_00001,trace_00109,arith_001,temporal_006,arithmetic,temporal_ordering,correct,incorrect,False,False,False,0.5954372523105548,0.6666666666666667
trace_00001,trace_00110,arith_001,temporal_006,arithmetic,temporal_ordering,correct,correct,False,False,True,0.4077660030601058,0.6
trace_00001,trace_00111,arith_001,temporal_007,arithmetic,temporal_ordering,correct,correct,False,False,True,1.0,0.9999999999999999
trace_00001,trace_00112,arith_001,temporal_007,arithmetic,temporal_ordering,correct,incorrect,False,False,False,1.0,1.0
trace_00001,trace_00113,arith_001,temporal_007,arithmetic,temporal_ordering,correct,incorrect,False,False,False,0.5408520829727551,0.6666666666666666
trace_00001,trace_00114,arith_001,temporal_007,arithmetic,temporal_ordering,correct,incorrect,False,False,False,0.5408520829727551,0.6666666666666666
trace_00001,trace_00115,arith_001,temporal_007,arithmetic,temporal_ordering,correct,correct,False,False,True,1.0,1.0
trace_00001,trace_00116,arith_001,temporal_008,arithmetic,temporal_ordering,correct,incorrect,False,False,False,0.5408520829727551,0.6666666666666666
trace_00001,trace_00117,arith_001,temporal_008,arithmetic,temporal_ordering,correct,incorrect,False,False,False,0.5408520829727551,0.6666666666666666
trace_00001,trace_00118,arith_001,temporal_008,arithmetic,temporal_ordering,correct,incorrect,False,False,False,0.5408520829727551,0.6666666666666666
trace_00001,trace_00119,arith_001,temporal_008,arithmetic,temporal_ordering,correct,incorrect,False,False,False,1.0,1.0
trace_00001,trace_00120,arith_001,temporal_008,arithmetic,temporal_ordering,correct,incorrect,False,False,False,0.5408520829727551,0.6666666666666666
trace_00001,trace_00121,arith_001,causal_001,arithmetic,causal_micro_world,correct,incorrect,False,False,False,0.5954372523105548,0.6666666666666667
trace_00001,trace_00122,arith_001,causal_001,arithmetic,causal_micro_world,correct,incorrect,False,False,False,1.0,1.0
trace_00001,trace_00123,arith_001,causal_001,arithmetic,causal_micro_world,correct,incorrect,False,False,False,1.0,1.0
trace_00001,trace_00124,arith_001,causal_001,arithmetic,causal_micro_world,correct,incorrect,False,False,False,0.1379253809700301,0.24999999999999997
trace_00001,trace_00125,arith_001,causal_001,arithmetic,causal_micro_world,correct,correct,False,False,True,0.7126417936566767,0.75
trace_00001,trace_00126,arith_001,causal_002,arithmetic,causal_micro_world,correct,correct,False,False,True,0.32518928103806,0.49999999999999994
trace_00001,trace_00127,arith_001,causal_002,arithmetic,causal_micro_world,correct,incorrect,False,False,False,0.5408520829727551,0.6666666666666666
trace_00001,trace_00128,arith_001,causal_002,arithmetic,causal_micro_world,correct,correct,False,False,True,0.32518928103806,0.49999999999999994
trace_00001,trace_00129,arith_001,causal_002,arithmetic,causal_micro_world,correct,correct,False,False,True,0.32518928103806,0.49999999999999994
trace_00001,trace_00130,arith_001,causal_002,arithmetic,causal_micro_world,correct,correct,False,False,True,0.5408520829727551,0.6666666666666666
trace_00001,trace_00131,arith_001,causal_003,arithmetic,causal_micro_world,correct,correct,False,False,True,0.6666666666666666,0.6666666666666666
trace_00001,trace_00132,arith_001,causal_003,arithmetic,causal_micro_world,correct,incorrect,False,False,False,0.6666666666666666,0.6666666666666666
trace_00001,trace_00133,arith_001,causal_003,arithmetic,causal_micro_world,correct,correct,False,False,True,0.6666666666666666,0.6666666666666666
trace_00001,trace_00134,arith_001,causal_003,arithmetic,causal_micro_world,correct,incorrect,False,False,False,1.0,0.9999999999999999
trace_00001,trace_00135,arith_001,causal_003,arithmetic,causal_micro_world,correct,correct,False,False,True,0.6666666666666666,0.6666666666666666
trace_00001,trace_00136,arith_001,causal_004,arithmetic,causal_micro_world,correct,incorrect,False,False,False,0.4696226686166433,0.6666666666666666
trace_00001,trace_00137,arith_001,causal_004,arithmetic,causal_micro_world,correct,correct,False,False,True,1.0,1.0
trace_00001,trace_00138,arith_001,causal_004,arithmetic,causal_micro_world,correct,correct,False,False,True,1.0,1.0
trace_00001,trace_00139,arith_001,causal_004,arithmetic,causal_micro_world,correct,correct,False,False,True,0.32518928103806,0.49999999999999994
trace_00001,trace_00140,arith_001,causal_004,arithmetic,causal_micro_world,correct,correct,False,False,True,0.20798473969193815,0.41666666666666663
trace_00001,trace_00141,arith_001,causal_005,arithmetic,causal_micro_world,correct,incorrect,False,False,False,0.6666666666666666,0.6666666666666666
trace_00001,trace_00142,arith_001,causal_005,arithmetic,causal_micro_world,correct,incorrect,False,False,False,0.6666666666666666,0.6666666666666666
trace_00001,trace_00143,arith_001,causal_005,arithmetic,causal_micro_world,correct,correct,False,False,True,0.20751874963942185,0.3333333333333333
trace_00001,trace_00144,arith_001,causal_005,arithmetic,causal_micro_world,correct,incorrect,False,False,False,0.5408520829727551,0.6666666666666666
trace_00001,trace_00145,arith_001,causal_005,arithmetic,causal_micro_world,correct,correct,False,False,True,0.5408520829727551,0.6666666666666666
trace_00001,trace_00146,arith_001,causal_006,arithmetic,causal_micro_world,correct,correct,False,False,True,0.5954372523105548,0.6666666666666667
trace_00001,trace_00147,arith_001,causal_006,arithmetic,causal_micro_world,correct,correct,False,False,True,0.0,0.0
trace_00001,trace_00148,arith_001,causal_006,arithmetic,causal_micro_world,correct,correct,False,False,True,0.0,0.0
trace_00001,trace_00149,arith_001,causal_006,arithmetic,causal_micro_world,correct,correct,False,False,True,0.20751874963942185,0.3333333333333333
trace_00001,trace_00150,arith_001,causal_006,arithmetic,causal_micro_world,correct,correct,False,False,True,0.42528358731335336,0.49999999999999994
trace_00001,trace_00151,arith_001,causal_007,arithmetic,causal_micro_world,correct,correct,False,False,True,0.42528358731335336,0.49999999999999994
trace_00001,trace_00152,arith_001,causal_007,arithmetic,causal_micro_world,correct,incorrect,False,False,False,1.0,1.0
trace_00001,trace_00153,arith_001,causal_007,arithmetic,causal_micro_world,correct,incorrect,False,False,False,1.0,1.0
trace_00001,trace_00154,arith_001,causal_007,arithmetic,causal_micro_world,correct,incorrect,False,False,False,0.5954372523105548,0.6666666666666667
trace_00001,trace_00155,arith_001,causal_007,arithmetic,causal_micro_world,correct,correct,False,False,True,1.0,1.0
trace_00001,trace_00156,arith_001,causal_008,arithmetic,causal_micro_world,correct,correct,False,False,True,0.1379253809700301,0.24999999999999997
trace_00001,trace_00157,arith_001,causal_008,arithmetic,causal_micro_world,correct,correct,False,False,True,0.5408520829727551,0.6666666666666666
trace_00001,trace_00158,arith_001,causal_008,arithmetic,causal_micro_world,correct,incorrect,False,False,False,0.5408520829727551,0.6666666666666666
trace_00001,trace_00159,arith_001,causal_008,arithmetic,causal_micro_world,correct,incorrect,False,False,False,0.20751874963942185,0.3333333333333333
trace_00001,trace_00160,arith_001,causal_008,arithmetic,causal_micro_world,correct,incorrect,False,False,False,1.0,1.0
trace_00001,trace_00161,arith_001,commonsense_001,arithmetic,commonsense_multihop,correct,incorrect,False,False,False,0.3112781244591328,0.5
trace_00001,trace_00162,arith_001,commonsense_001,arithmetic,commonsense_multihop,correct,correct,False,False,True,0.6666666666666666,0.6666666666666666
trace_00001,trace_00163,arith_001,commonsense_001,arithmetic,commonsense_multihop,correct,incorrect,False,False,False,0.20751874963942185,0.3333333333333333
trace_00001,trace_00164,arith_001,commonsense_001,arithmetic,commonsense_multihop,correct,incorrect,False,False,False,0.236452797660028,0.3999999999999999
trace_00001,trace_00165,arith_001,commonsense_001,arithmetic,commonsense_multihop,correct,correct,False,False,True,0.3112781244591328,0.5
trace_00001,trace_00166,arith_001,commonsense_002,arithmetic,commonsense_multihop,correct,correct,False,False,True,0.5954372523105548,0.6666666666666667
trace_00001,trace_00167,arith_001,commonsense_002,arithmetic,commonsense_multihop,correct,correct,False,False,True,0.7126417936566767,0.75
trace_00001,trace_00168,arith_001,commonsense_002,arithmetic,commonsense_multihop,correct,correct,False,False,True,0.20751874963942185,0.3333333333333333
trace_00001,trace_00169,arith_001,commonsense_002,arithmetic,commonsense_multihop,correct,correct,False,False,True,0.5954372523105548,0.6666666666666667
trace_00001,trace_00170,arith_001,commonsense_002,arithmetic,commonsense_multihop,correct,correct,False,False,True,0.236452797660028,0.39999999999999997
trace_00001,trace_00171,arith_001,commonsense_003,arithmetic,commonsense_multihop,correct,correct,False,False,True,0.3333333333333333,0.3333333333333333
trace_00001,trace_00172,arith_001,commonsense_003,arithmetic,commonsense_multihop,correct,incorrect,False,False,False,0.20751874963942185,0.3333333333333333
trace_00001,trace_00173,arith_001,commonsense_003,arithmetic,commonsense_multihop,correct,correct,False,False,True,0.020720839623908215,0.16666666666666666
trace_00001,trace_00174,arith_001,commonsense_003,arithmetic,commonsense_multihop,correct,incorrect,False,False,False,0.20751874963942185,0.3333333333333333
trace_00001,trace_00175,arith_001,commonsense_003,arithmetic,commonsense_multihop,correct,incorrect,False,False,False,0.20751874963942185,0.3333333333333333
trace_00001,trace_00176,arith_001,commonsense_004,arithmetic,commonsense_multihop,correct,incorrect,False,False,False,0.42528358731335336,0.49999999999999994
trace_00001,trace_00177,arith_001,commonsense_004,arithmetic,commonsense_multihop,correct,incorrect,False,False,False,0.6125474873813833,0.75
trace_00001,trace_00178,arith_001,commonsense_004,arithmetic,commonsense_multihop,correct,incorrect,False,False,False,1.0,1.0
trace_00001,trace_00179,arith_001,commonsense_004,arithmetic,commonsense_multihop,correct,incorrect,False,False,False,0.5408520829727551,0.6666666666666666
trace_00001,trace_00180,arith_001,commonsense_004,arithmetic,commonsense_multihop,correct,incorrect,False,False,False,0.3679327735475437,0.4
trace_00001,trace_00181,arith_001,commonsense_005,arithmetic,commonsense_multihop,correct,correct,False,False,True,0.2978039929652123,0.4666666666666667
trace_00001,trace_00182,arith_001,commonsense_005,arithmetic,commonsense_multihop,correct,correct,False,False,True,0.49096853177335203,0.6
trace_00001,trace_00183,arith_001,commonsense_005,arithmetic,commonsense_multihop,correct,incorrect,False,False,False,0.6125474873813833,0.75
trace_00001,trace_00184,arith_001,commonsense_005,arithmetic,commonsense_multihop,correct,correct,False,False,True,0.29343569632187677,0.3333333333333333
trace_00001,trace_00185,arith_001,commonsense_005,arithmetic,commonsense_multihop,correct,correct,False,False,True,0.4077660030601058,0.6
trace_00001,trace_00186,arith_001,commonsense_006,arithmetic,commonsense_multihop,correct,correct,False,False,True,0.20798473969193815,0.41666666666666663
trace_00001,trace_00187,arith_001,commonsense_006,arithmetic,commonsense_multihop,correct,correct,False,False,True,0.3333333333333333,0.3333333333333333
trace_00001,trace_00188,arith_001,commonsense_006,arithmetic,commonsense_multihop,correct,incorrect,False,False,False,0.0,0.0
trace_00001,trace_00189,arith_001,commonsense_006,arithmetic,commonsense_multihop,correct,incorrect,False,False,False,0.4077660030601058,0.6
trace_00001,trace_00190,arith_001,commonsense_006,arithmetic,commonsense_multihop,correct,incorrect,False,False,False,0.49096853177335203,0.6
trace_00001,trace_00191,arith_001,commonsense_007,arithmetic,commonsense_multihop,correct,incorrect,False,False,False,0.7126417936566767,0.75
trace_00001,trace_00192,arith_001,commonsense_007,arithmetic,commonsense_multihop,correct,incorrect,False,False,False,0.32518928103806,0.49999999999999994
trace_00001,trace_00193,arith_001,commonsense_007,arithmetic,commonsense_multihop,correct,incorrect,False,False,False,0.7704260414863775,0.8333333333333334
trace_00001,trace_00194,arith_001,commonsense_007,arithmetic,commonsense_multihop,correct,correct,False,False,True,0.32518928103806,0.5
trace_00001,trace_00195,arith_001,commonsense_007,arithmetic,commonsense_multihop,correct,correct,False,False,True,0.32518928103806,0.49999999999999994
trace_00001,trace_00196,arith_001,commonsense_008,arithmetic,commonsense_multihop,correct,correct,False,False,True,0.32518928103806,0.49999999999999994
trace_00001,trace_00197,arith_001,commonsense_008,arithmetic,commonsense_multihop,correct,incorrect,False,False,False,0.20751874963942185,0.3333333333333333
trace_00001,trace_00198,arith_001,commonsense_008,arithmetic,commonsense_multihop,correct,incorrect,False,False,False,0.745484265886676,0.8
trace_00001,trace_00199,arith_001,commonsense_008,arithmetic,commonsense_multihop,correct,incorrect,False,False,False,0.006077489978553483,0.08333333333333334
trace_00001,trace_00200,arith_001,commonsense_008,arithmetic,commonsense_multihop,correct,correct,False,False,True,0.745484265886676,0.8
trace_00002,trace_00003,arith_001,arith_001,arithmetic,arithmetic,incorrect,correct,True,True,False,0.1908745046211096,0.33333333333333337
trace_00002,trace_00004,arith_001,arith_001,arithmetic,arithmetic,incorrect,incorrect,True,True,True,0.1908745046211096,0.33333333333333337
trace_00002,trace_00005,arith_001,arith_001,arithmetic,arithmetic,incorrect,incorrect,True,True,True,0.42528358731335336,0.5
trace_00002,trace_00006,arith_001,arith_002,arithmetic,arithmetic,incorrect,correct,False,True,False,0.020720839623908215,0.16666666666666666
trace_00002,trace_00007,arith_001,arith_002,arithmetic,arithmetic,incorrect,correct,False,True,False,0.020720839623908215,0.16666666666666666
trace_00002,trace_00008,arith_001,arith_002,arithmetic,arithmetic,incorrect,correct,False,True,False,0.020720839623908215,0.16666666666666666
trace_00002,trace_00009,arith_001,arith_002,arithmetic,arithmetic,incorrect,incorrect,False,True,True,0.20751874963942185,0.3333333333333333
trace_00002,trace_00010,arith_001,arith_002,arithmetic,arithmetic,incorrect,correct,False,True,False,0.42528358731335336,0.5
trace_00002,trace_00011,arith_001,arith_003,arithmetic,arithmetic,incorrect,incorrect,False,True,True,0.0,0.0
trace_00002,trace_00012,arith_001,arith_003,arithmetic,arithmetic,incorrect,correct,False,True,False,0.29463387944082053,0.49999999999999994
trace_00002,trace_00013,arith_001,arith_003,arithmetic,arithmetic,incorrect,incorrect,False,True,True,0.13628933528331,0.33333333333333337
trace_00002,trace_00014,arith_001,arith_003,arithmetic,arithmetic,incorrect,incorrect,False,True,True,0.0,0.0
trace_00002,trace_00015,arith_001,arith_003,arithmetic,arithmetic,incorrect,correct,False,True,False,0.08170416594551039,0.3333333333333333
trace_00002,trace_00016,arith_001,arith_004,arithmetic,arithmetic,incorrect,incorrect,False,True,True,0.42528358731335336,0.5
trace_00002,trace_00017,arith_001,arith_004,arithmetic,arithmetic,incorrect,correct,False,True,False,0.42528358731335336,0.5
