trace_id,prompt_id,task_family,outcome,trial_id,n_deltas,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4
trace_00031,arith_007,arithmetic,incorrect,arith_007__trial_01,4,0.25,0.25,0.25,0.0,0.25
trace_00032,arith_007,arithmetic,correct,arith_007__trial_02,4,0.25,0.25,0.25,0.0,0.25
trace_00033,arith_007,arithmetic,correct,arith_007__trial_03,5,0.2,0.2,0.2,0.2,0.2
trace_00034,arith_007,arithmetic,correct,arith_007__trial_04,4,0.25,0.25,0.25,0.0,0.25
trace_00035,arith_007,arithmetic,correct,arith_007__trial_05,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666
trace_00036,arith_008,arithmetic,incorrect,arith_008__trial_01,5,0.4,0.0,0.2,0.2,0.2
trace_00037,arith_008,arithmetic,correct,arith_008__trial_02,5,0.2,0.0,0.2,0.4,0.2
trace_00038,arith_008,arithmetic,correct,arith_008__trial_03,6,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.3333333333333333
trace_00039,arith_008,arithmetic,correct,arith_008__trial_04,3,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333
trace_00040,arith_008,arithmetic,incorrect,arith_008__trial_05,6,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.3333333333333333
trace_00041,logic_001,symbolic_logic,incorrect,logic_001__trial_01,3,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666
trace_00042,logic_001,symbolic_logic,incorrect,logic_001__trial_02,5,0.0,0.0,0.6,0.0,0.4
trace_00043,logic_001,symbolic_logic,incorrect,logic_001__trial_03,4,0.0,0.25,0.5,0.0,0.25
trace_00044,logic_001,symbolic_logic,correct,logic_001__trial_04,3,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
trace_00045,logic_001,symbolic_logic,correct,logic_001__trial_05,3,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
trace_00046,logic_002,symbolic_logic,incorrect,logic_002__trial_01,3,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
trace_00047,logic_002,symbolic_logic,correct,logic_002__trial_02,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
trace_00048,logic_002,symbolic_logic,incorrect,logic_002__trial_03,4,0.0,0.25,0.25,0.0,0.5
trace_00049,logic_002,symbolic_logic,correct,logic_002__trial_04,3,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0
trace_00050,logic_002,symbolic_logic,incorrect,logic_002__trial_05,2,0.0,0.0,0.5,0.5,0.0
trace_00051,logic_003,symbolic_logic,incorrect,logic_003__trial_01,2,0.0,0.5,0.5,0.0,0.0
trace_00052,logic_003,symbolic_logic,correct,logic_003__trial_02,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0
trace_00053,logic_003,symbolic_logic,incorrect,logic_003__trial_03,4,0.0,0.5,0.5,0.0,0.0
trace_00054,logic_003,symbolic_logic,incorrect,logic_003__trial_04,3,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0
trace_00055,logic_003,symbolic_logic,correct,logic_003__trial_05,2,0.0,0.5,0.5,0.0,0.0
trace_00056,logic_004,symbolic_logic,incorrect,logic_004__trial_01,2,0.0,0.0,0.0,0.5,0.5
trace_00057,logic_004,symbolic_logic,correct,logic_004__trial_02,3,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333
trace_00058,logic_004,symbolic_logic,incorrect,logic_004__trial_03,2,0.0,0.0,0.5,0.0,0.5
trace_00059,logic_004,symbolic_logic,correct,logic_004__trial_04,2,0.0,0.0,0.5,0.0,0.5
trace_00060,logic_004,symbolic_logic,correct,logic_004__trial_05,3,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666
trace_00061,logic_005,symbolic_logic,correct,logic_005__trial_01,2,0.0,0.5,0.0,0.0,0.5
trace_00062,logic_005,symbolic_logic,correct,logic_005__trial_02,2,0.0,0.5,0.0,0.0,0.5
trace_00063,logic_005,symbolic_logic,correct,logic_005__trial_03,3,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333
trace_00064,logic_005,symbolic_logic,correct,logic_005__trial_04,2,0.0,0.5,0.0,0.0,0.5
trace_00065,logic_005,symbolic_logic,correct,logic_005__trial_05,2,0.0,0.5,0.0,0.0,0.5
trace_00066,logic_006,symbolic_logic,correct,logic_006__trial_01,3,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0
trace_00067,logic_006,symbolic_logic,incorrect,logic_006__trial_02,3,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0
trace_00068,logic_006,symbolic_logic,correct,logic_006__trial_03,2,0.5,0.0,0.5,0.0,0.0
trace_00069,logic_006,symbolic_logic,correct,logic_006__trial_04,3,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0
trace_00070,logic_006,symbolic_logic,incorrect,logic_006__trial_05,4,0.0,0.0,0.5,0.5,0.0
trace_00071,logic_007,symbolic_logic,incorrect,logic_007__trial_01,2,0.0,0.0,0.5,0.5,0.0
trace_00072,logic_007,symbolic_logic,incorrect,logic_007__trial_02,2,0.0,0.0,0.0,0.5,0.5
trace_00073,logic_007,symbolic_logic,incorrect,logic_007__trial_03,2,0.5,0.0,0.0,0.5,0.0
trace_00074,logic_007,symbolic_logic,incorrect,logic_007__trial_04,2,0.0,0.0,0.5,0.5,0.0
trace_00075,logic_007,symbolic_logic,incorrect,logic_007__trial_05,2,0.0,0.0,0.5,0.5,0.0
trace_00076,logic_008,symbolic_logic,incorrect,logic_008__trial_01,2,0.5,0.0,0.0,0.0,0.5
trace_00077,logic_008,symbolic_logic,incorrect,logic_008__trial_02,2,0.5,0.0,0.0,0.0,0.5
trace_00078,logic_008,symbolic_logic,incorrect,logic_008__trial_03,2,0.5,0.0,0.5,0.0,0.0
trace_00079,logic_008,symbolic_logic,correct,logic_008__trial_04,2,0.0,0.0,0.5,0.5,0.0
trace_00080,logic_008,symbolic_logic,incorrect,logic_008__trial_05,2,0.5,0.0,0.0,0.5,0.0
trace_00081,temporal_001,temporal_ordering,incorrect,temporal_001__trial_01,4,0.25,0.25,0.0,0.25,0.25
trace_00082,temporal_001,temporal_ordering,correct,temporal_001__trial_02,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
trace_00083,temporal_001,temporal_ordering,correct,temporal_001__trial_03,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
trace_00084,temporal_001,temporal_ordering,incorrect,temporal_001__trial_04,2,0.0,0.0,0.5,0.0,0.5
trace_00085,temporal_001,temporal_ordering,incorrect,temporal_001__trial_05,2,0.0,0.0,0.0,0.5,0.5
trace_00086,temporal_002,temporal_ordering,correct,temporal_002__trial_01,6,0.3333333333333333,0.5,0.16666666666666666,0.0,0.0
trace_00087,temporal_002,temporal_ordering,correct,temporal_002__trial_02,2,0.0,0.0,0.5,0.5,0.0
trace_00088,temporal_002,temporal_ordering,correct,temporal_002__trial_03,2,0.5,0.5,0.0,0.0,0.0
trace_00089,temporal_002,temporal_ordering,correct,temporal_002__trial_04,2,0.0,0.5,0.0,0.5,0.0
trace_00090,temporal_002,temporal_ordering,correct,temporal_002__trial_05,2,0.0,0.5,0.5,0.0,0.0
trace_00091,temporal_003,temporal_ordering,incorrect,temporal_003__trial_01,3,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
trace_00092,temporal_003,temporal_ordering,incorrect,temporal_003__trial_02,7,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.0
trace_00093,temporal_003,temporal_ordering,incorrect,temporal_003__trial_03,3,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0
trace_00094,temporal_003,temporal_ordering,incorrect,temporal_003__trial_04,4,0.0,0.25,0.25,0.5,0.0
trace_00095,temporal_003,temporal_ordering,correct,temporal_003__trial_05,2,0.0,0.0,0.0,1.0,0.0
trace_00096,temporal_004,temporal_ordering,incorrect,temporal_004__trial_01,2,0.0,0.0,0.5,0.5,0.0
trace_00097,temporal_004,temporal_ordering,incorrect,temporal_004__trial_02,2,0.0,0.0,0.5,0.5,0.0
trace_00098,temporal_004,temporal_ordering,incorrect,temporal_004__trial_03,1,0.0,0.0,1.0,0.0,0.0
trace_00099,temporal_004,temporal_ordering,incorrect,temporal_004__trial_04,2,0.0,0.0,0.5,0.5,0.0
trace_00100,temporal_004,temporal_ordering,incorrect,temporal_004__trial_05,2,0.0,0.0,0.5,0.5,0.0
trace_00101,temporal_005,temporal_ordering,incorrect,temporal_005__trial_01,4,0.0,0.5,0.0,0.25,0.25
trace_00102,temporal_005,temporal_ordering,incorrect,temporal_005__trial_02,3,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
trace_00103,temporal_005,temporal_ordering,correct,temporal_005__trial_03,5,0.0,0.4,0.0,0.6,0.0
trace_00104,temporal_005,temporal_ordering,incorrect,temporal_005__trial_04,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
trace_00105,temporal_005,temporal_ordering,incorrect,temporal_005__trial_05,2,0.0,0.0,0.5,0.0,0.5
trace_00106,temporal_006,temporal_ordering,incorrect,temporal_006__trial_01,5,0.2,0.2,0.0,0.4,0.2
trace_00107,temporal_006,temporal_ordering,incorrect,temporal_006__trial_02,7,0.14285714285714285,0.0,0.42857142857142855,0.14285714285714285,0.2857142857142857
trace_00108,temporal_006,temporal_ordering,incorrect,temporal_006__trial_03,2,0.0,0.0,0.5,0.5,0.0
trace_00109,temporal_006,temporal_ordering,incorrect,temporal_006__trial_04,2,0.5,0.0,0.5,0.0,0.0
trace_00110,temporal_006,temporal_ordering,correct,temporal_006__trial_05,5,0.2,0.0,0.2,0.2,0.4
trace_00111,temporal_007,temporal_ordering,correct,temporal_007__trial_01,3,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
trace_00112,temporal_007,temporal_ordering,incorrect,temporal_007__trial_02,1,0.0,0.0,0.0,0.0,1.0
trace_00113,temporal_007,temporal_ordering,incorrect,temporal_007__trial_03,3,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
trace_00114,temporal_007,temporal_ordering,incorrect,temporal_007__trial_04,3,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
trace_00115,temporal_007,temporal_ordering,correct,temporal_007__trial_05,2,0.0,0.5,0.0,0.0,0.5
trace_00116,temporal_008,temporal_ordering,incorrect,temporal_008__trial_01,3,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0
trace_00117,temporal_008,temporal_ordering,incorrect,temporal_008__trial_02,3,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0
trace_00118,temporal_008,temporal_ordering,incorrect,temporal_008__trial_03,3,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0
trace_00119,temporal_008,temporal_ordering,incorrect,temporal_008__trial_04,2,0.0,0.5,0.0,0.0,0.5
trace_00120,temporal_008,temporal_ordering,incorrect,temporal_008__trial_05,3,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0
trace_00121,causal_001,causal_micro_world,incorrect,causal_001__trial_01,2,0.5,0.5,0.0,0.0,0.0
trace_00122,causal_001,causal_micro_world,incorrect,causal_001__trial_02,2,0.0,1.0,0.0,0.0,0.0
trace_00123,causal_001,causal_micro_world,incorrect,causal_001__trial_03,2,0.0,1.0,0.0,0.0,0.0
trace_00124,causal_001,causal_micro_world,incorrect,causal_001__trial_04,4,0.25,0.25,0.0,0.5,0.0
trace_00125,causal_001,causal_micro_world,correct,causal_001__trial_05,4,0.25,0.75,0.0,0.0,0.0
trace_00126,causal_002,causal_micro_world,correct,causal_002__trial_01,4,0.25,0.25,0.25,0.25,0.0
trace_00127,causal_002,causal_micro_world,incorrect,causal_002__trial_02,3,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
trace_00128,causal_002,causal_micro_world,correct,causal_002__trial_03,4,0.25,0.25,0.25,0.25,0.0
trace_00129,causal_002,causal_micro_world,correct,causal_002__trial_04,4,0.25,0.25,0.25,0.25,0.0
trace_00130,causal_002,causal_micro_world,correct,causal_002__trial_05,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
trace_00131,causal_003,causal_micro_world,correct,causal_003__trial_01,3,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333
trace_00132,causal_003,causal_micro_world,incorrect,causal_003__trial_02,3,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333
trace_00133,causal_003,causal_micro_world,correct,causal_003__trial_03,3,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333
trace_00134,causal_003,causal_micro_world,incorrect,causal_003__trial_04,3,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
trace_00135,causal_003,causal_micro_world,correct,causal_003__trial_05,3,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333
trace_00136,causal_004,causal_micro_world,incorrect,causal_004__trial_01,6,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.0
trace_00137,causal_004,causal_micro_world,correct,causal_004__trial_02,3,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
trace_00138,causal_004,causal_micro_world,correct,causal_004__trial_03,3,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
trace_00139,causal_004,causal_micro_world,correct,causal_004__trial_04,4,0.25,0.25,0.25,0.25,0.0
trace_00140,causal_004,causal_micro_world,correct,causal_004__trial_05,4,0.5,0.0,0.25,0.25,0.0
trace_00141,causal_005,causal_micro_world,incorrect,causal_005__trial_01,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
trace_00142,causal_005,causal_micro_world,incorrect,causal_005__trial_02,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
trace_00143,causal_005,causal_micro_world,correct,causal_005__trial_03,3,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0
trace_00144,causal_005,causal_micro_world,incorrect,causal_005__trial_04,3,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0
trace_00145,causal_005,causal_micro_world,correct,causal_005__trial_05,3,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0
trace_00146,causal_006,causal_micro_world,correct,causal_006__trial_01,2,0.5,0.0,0.5,0.0,0.0
trace_00147,causal_006,causal_micro_world,correct,causal_006__trial_02,3,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0
trace_00148,causal_006,causal_micro_world,correct,causal_006__trial_03,3,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0
trace_00149,causal_006,causal_micro_world,correct,causal_006__trial_04,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0
trace_00150,causal_006,causal_micro_world,correct,causal_006__trial_05,2,0.0,0.0,0.5,0.5,0.0
trace_00151,causal_007,causal_micro_world,correct,causal_007__trial_01,2,0.0,0.5,0.0,0.5,0.0
trace_00152,causal_007,causal_micro_world,incorrect,causal_007__trial_02,2,0.0,0.5,0.5,0.0,0.0
trace_00153,causal_007,causal_micro_world,incorrect,causal_007__trial_03,3,0.0,1.0,0.0,0.0,0.0
trace_00154,causal_007,causal_micro_world,incorrect,causal_007__trial_04,2,0.5,0.0,0.5,0.0,0.0
trace_00155,causal_007,causal_micro_world,correct,causal_007__trial_05,3,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
trace_00156,causal_008,causal_micro_world,correct,causal_008__trial_01,4,0.25,0.0,0.25,0.5,0.0
trace_00157,causal_008,causal_micro_world,correct,causal_008__trial_02,3,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
trace_00158,causal_008,causal_micro_world,incorrect,causal_008__trial_03,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
trace_00159,causal_008,causal_micro_world,incorrect,causal_008__trial_04,3,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0
trace_00160,causal_008,causal_micro_world,incorrect,causal_008__trial_05,3,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
trace_00161,commonsense_001,commonsense_multihop,incorrect,commonsense_001__trial_01,6,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.0
trace_00162,commonsense_001,commonsense_multihop,correct,commonsense_001__trial_02,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0
trace_00163,commonsense_001,commonsense_multihop,incorrect,commonsense_001__trial_03,6,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0
trace_00164,commonsense_001,commonsense_multihop,incorrect,commonsense_001__trial_04,5,0.2,0.0,0.2,0.4,0.2
trace_00165,commonsense_001,commonsense_multihop,correct,commonsense_001__trial_05,6,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.0
trace_00166,commonsense_002,commonsense_multihop,correct,commonsense_002__trial_01,4,0.5,0.25,0.25,0.0,0.0
trace_00167,commonsense_002,commonsense_multihop,correct,commonsense_002__trial_02,4,0.25,0.5,0.0,0.0,0.25
trace_00168,commonsense_002,commonsense_multihop,correct,commonsense_002__trial_03,3,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0
trace_00169,commonsense_002,commonsense_multihop,correct,commonsense_002__trial_04,2,0.5,0.5,0.0,0.0,0.0
trace_00170,commonsense_002,commonsense_multihop,correct,commonsense_002__trial_05,5,0.2,0.4,0.0,0.4,0.0
trace_00171,commonsense_003,commonsense_multihop,correct,commonsense_003__trial_01,3,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0
trace_00172,commonsense_003,commonsense_multihop,incorrect,commonsense_003__trial_02,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0
trace_00173,commonsense_003,commonsense_multihop,correct,commonsense_003__trial_03,2,0.5,0.0,0.0,0.5,0.0
trace_00174,commonsense_003,commonsense_multihop,incorrect,commonsense_003__trial_04,3,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0
trace_00175,commonsense_003,commonsense_multihop,incorrect,commonsense_003__trial_05,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0
trace_00176,commonsense_004,commonsense_multihop,incorrect,commonsense_004__trial_01,4,0.0,0.25,0.25,0.5,0.0
trace_00177,commonsense_004,commonsense_multihop,incorrect,commonsense_004__trial_02,4,0.0,0.25,0.5,0.25,0.0
trace_00178,commonsense_004,commonsense_multihop,incorrect,commonsense_004__trial_03,4,0.0,0.5,0.5,0.0,0.0
trace_00179,commonsense_004,commonsense_multihop,incorrect,commonsense_004__trial_04,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
trace_00180,commonsense_004,commonsense_multihop,incorrect,commonsense_004__trial_05,5,0.0,0.0,0.4,0.6,0.0
trace_00181,commonsense_005,commonsense_multihop,correct,commonsense_005__trial_01,5,0.4,0.2,0.2,0.2,0.0
trace_00182,commonsense_005,commonsense_multihop,correct,commonsense_005__trial_02,5,0.0,0.4,0.2,0.4,0.0
trace_00183,commonsense_005,commonsense_multihop,incorrect,commonsense_005__trial_03,4,0.0,0.5,0.25,0.25,0.0
trace_00184,commonsense_005,commonsense_multihop,correct,commonsense_005__trial_04,4,0.0,0.0,0.25,0.75,0.0
trace_00185,commonsense_005,commonsense_multihop,correct,commonsense_005__trial_05,5,0.2,0.4,0.2,0.2,0.0
trace_00186,commonsense_006,commonsense_multihop,correct,commonsense_006__trial_01,4,0.5,0.25,0.0,0.25,0.0
trace_00187,commonsense_006,commonsense_multihop,correct,commonsense_006__trial_02,3,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0
trace_00188,commonsense_006,commonsense_multihop,incorrect,commonsense_006__trial_03,3,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0
trace_00189,commonsense_006,commonsense_multihop,incorrect,commonsense_006__trial_04,5,0.2,0.2,0.4,0.2,0.0
trace_00190,commonsense_006,commonsense_multihop,incorrect,commonsense_006__trial_05,5,0.0,0.2,0.4,0.4,0.0
trace_00191,commonsense_007,commonsense_multihop,incorrect,commonsense_007__trial_01,4,0.25,0.0,0.75,0.0,0.0
trace_00192,commonsense_007,commonsense_multihop,incorrect,commonsense_007__trial_02,4,0.25,0.0,0.5,0.25,0.0
trace_00193,commonsense_007,commonsense_multihop,incorrect,commonsense_007__trial_03,6,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666
trace_00194,commonsense_007,commonsense_multihop,correct,commonsense_007__trial_04,4,0.25,0.0,0.25,0.25,0.25
trace_00195,commonsense_007,commonsense_multihop,correct,commonsense_007__trial_05,4,0.25,0.25,0.25,0.25,0.0
trace_00196,commonsense_008,commonsense_multihop,correct,commonsense_008__trial_01,4,0.25,0.0,0.5,0.25,0.0
trace_00197,commonsense_008,commonsense_multihop,incorrect,commonsense_008__trial_02,6,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0
trace_00198,commonsense_008,commonsense_multihop,incorrect,commonsense_008__trial_03,5,0.2,0.4,0.4,0.0,0.0
trace_00199,commonsense_008,commonsense_multihop,incorrect,commonsense_008__trial_04,4,0.25,0.0,0.0,0.75,0.0
trace_00200,commonsense_008,commonsense_multihop,correct,commonsense_008__trial_05,5,0.2,0.4,0.4,0.0,0.0
